location_id,longitude,latitude,easting_m,northing_m
1,27.69836368910688,36.72096108226829,5900000.0,1700000.0
2,29.327564169136853,36.39455464027055,6050000.0,1700000.0
3,29.867739251599968,36.27950272914779,6100000.0,1700000.0
4,27.812520356913147,37.16167480728152,5900000.0,1750000.0
5,28.36015699826684,37.05523302606474,5950000.0,1750000.0
6,28.90634871473881,36.94562940880127,6000000.0,1750000.0
7,29.451064111364516,36.8328772139447,6050000.0,1750000.0
8,29.994272814771403,36.71698994271946,6100000.0,1750000.0
9,30.535945483414405,36.59798132724053,6150000.0,1750000.0
10,32.68672555867665,36.0910154761869,6350000.0,1750000.0
11,27.37647198696236,37.70594421844185,5850000.0,1800000.0
12,27.928765973795194,37.601905694985035,5900000.0,1800000.0
13,28.479607457505445,37.49467199987921,5950000.0,1800000.0
14,29.028963277033085,37.384256519078185,6000000.0,1800000.0
15,29.576801320377598,37.27067289867793,6050000.0,1800000.0
16,30.12309053619455,37.15393503266164,6100000.0,1800000.0
17,30.667800944013454,37.03405705056574,6150000.0,1800000.0
18,31.21090364309496,36.911053305085034,6200000.0,1800000.0
19,31.75237081994863,36.78493835963457,6250000.0,1800000.0
20,32.292175754535066,36.655726975885635,6300000.0,1800000.0
21,32.830292825178866,36.52343410129269,6350000.0,1800000.0
22,33.36669751222091,36.38807485662762,6400000.0,1800000.0
23,26.37603488009032,38.34642733343527,5750000.0,1850000.0
24,26.93450807089659,38.24807464160599,5800000.0,1850000.0
25,27.491558562072004,38.14647942535193,5850000.0,1850000.0
26,28.047150282560676,38.041654895825566,5900000.0,1850000.0
27,28.601248223537702,37.93361455511884,5950000.0,1850000.0
28,29.15381845299078,37.82237218374227,6000000.0,1850000.0
29,29.70482812881885,37.70794182798869,6050000.0,1850000.0
30,30.25424551046159,37.59033778720124,6100000.0,1850000.0
31,30.802039969076834,37.46957460096505,6150000.0,1850000.0
32,31.348181996286318,37.345667036241906,6200000.0,1850000.0
33,31.892643211513132,37.21863007446594,6250000.0,1850000.0
34,32.435396367937116,37.08847889861916,6300000.0,1850000.0
35,32.976415357097224,36.95522888030389,6350000.0,1850000.0
36,33.51567521217214,36.81889556682967,6400000.0,1850000.0
37,34.05315210997315,36.67949466833073,6450000.0,1850000.0
38,36.184793699612065,36.09153440869359,6650000.0,1850000.0
39,27.04833743448202,38.68892326225698,5800000.0,1900000.0
40,27.60878134728513,38.586548627396134,5850000.0,1900000.0
41,28.16772469576237,38.48092332630997,5900000.0,1900000.0
42,28.725131642390245,38.372061262423514,5950000.0,1900000.0
43,29.28096746915477,38.259976623785924,6000000.0,1900000.0
44,29.83519859074117,38.14468386993303,6050000.0,1900000.0
45,30.387792566174866,38.02619771865637,6100000.0,1900000.0
46,30.93871810893301,37.90453313269919,6150000.0,1900000.0
47,31.48794509554942,37.779705306399414,6200000.0,1900000.0
48,32.03544457273861,37.651729652299025,6250000.0,1900000.0
49,32.581188763067985,37.520621787739124,6300000.0,1900000.0
50,33.125151069209814,37.38639752145882,6350000.0,1900000.0
51,33.66730607680735,37.24907284021617,6400000.0,1900000.0
52,34.20762955599211,37.108663895448274,6450000.0,1900000.0
53,34.74609846159084,36.96518698998718,6500000.0,1900000.0
54,35.28269093206378,36.81865856484759,6550000.0,1900000.0
55,36.3501650247302,36.516513531855516,6650000.0,1900000.0
56,27.164298861505646,39.12932169354253,5800000.0,1950000.0
57,27.728192482780084,39.02615285189753,5850000.0,1950000.0
58,28.290542362066432,38.919711661282946,5900000.0,1950000.0
59,28.851311815912176,38.810012439872004,5950000.0,1950000.0
60,29.41046532512941,38.69706979675155,6000000.0,1950000.0
61,29.967968548055957,38.580898618260015,6050000.0,1950000.0
62,30.52378833218374,38.46151405423436,6100000.0,1950000.0
63,31.07789272417605,38.33893150418781,6150000.0,1950000.0
64,31.63025097829894,38.21316660343932,6200000.0,1950000.0
65,32.180833563295366,38.08423520921518,6250000.0,1950000.0
66,32.729612167733904,37.95215338674287,6300000.0,1950000.0
67,33.27655970386688,37.816937395356426,6350000.0,1950000.0
68,33.821650310035366,37.67860367463222,6400000.0,1950000.0
69,34.36485935166117,37.53716883057294,6450000.0,1950000.0
70,34.90616342086814,37.39264962185748,6500000.0,1950000.0
71,35.445540334777355,37.24506294617298,6550000.0,1950000.0
72,35.982969132522314,37.09442582664533,6600000.0,1950000.0
73,36.51843007103232,36.94075539838291,6650000.0,1950000.0
74,37.05190461963332,36.78406889514814,6700000.0,1950000.0
75,26.713494862965078,39.669940476873236,5750000.0,2000000.0
76,27.282445186661697,39.569271083172126,5800000.0,2000000.0
77,27.849845891918065,39.46529288763372,5850000.0,2000000.0
78,28.41565823577763,39.3580203257534,5900000.0,2000000.0
79,28.979844671420302,39.24746814441138,5950000.0,2000000.0
80,29.5423688632149,39.13365138777182,6000000.0,2000000.0
81,30.103195700029474,39.01658538307148,6050000.0,2000000.0
82,30.66229130681988,38.89628572632051,6100000.0,2000000.0
83,31.21962305452092,38.772768267938105,6150000.0,2000000.0
84,31.77515956826793,38.64604909834551,6200000.0,2000000.0
85,32.32887073398079,38.516144533537414,6250000.0,2000000.0
86,32.88072770334502,38.383071100653076,6300000.0,2000000.0
87,33.43070289722835,38.24684552356719,6350000.0,2000000.0
88,33.97877000757363,38.107484708520346,6400000.0,2000000.0
89,34.52490399781175,37.96500572980777,6450000.0,2000000.0
90,35.06908110184059,37.819425815544555,6500000.0,2000000.0
91,35.611278821618285,37.670762333524664,6550000.0,2000000.0
92,36.151475923420676,37.51903277719032,6600000.0,2000000.0
93,36.68965243281496,37.36425475172738,6650000.0,2000000.0
94,37.22578962840265,37.206445960301636,6700000.0,2000000.0
95,37.759870034386275,37.04562419045001,6750000.0,2000000.0
96,38.821796749967135,36.71501320700875,6850000.0,2000000.0
97,26.830269986054727,40.11024381602152,5750000.0,2050000.0
98,27.40283107497407,40.00877234376844,5800000.0,2050000.0
