location_id,receiver_latitude,receiver_longitude,repi_km,analysed_pga_g,analysed_loss_ratio,global_cmt_pga_g,global_cmt_loss_ratio,pga_difference_g,loss_ratio_difference
1,36.72096109074584,27.69836368910687,1020.340796589425,0.0011528786404047255,0.0,0.001152921463039636,0.0,-4.2822634910505766e-08,0.0
2,36.417191513385696,29.219352315419773,898.4014366105364,0.0009664577407343177,0.0,0.0009665041642984651,0.0,-4.6423564147371477e-08,0.0
3,36.37179313674507,29.435717386047425,881.4244800304766,0.0009943443302581074,0.0,0.00099439395033463,0.0,-4.9620076522692916e-08,0.0
4,36.325896593947036,29.651846979451506,864.5788314606356,0.0011532124967858232,0.0,0.001153272288867526,0.0,-5.979208170269791e-08,0.0
5,36.27950273785293,29.867739251599964,847.8726052372959,0.001195618652509435,0.0,0.0011956831067073618,0.0,-6.44541979268054e-08,0.0
6,36.812778166161735,28.180481980929358,976.1999333711619,0.0008431277619515401,0.0,0.0008431620657311489,0.0,-3.4303779608774523e-08,0.0
7,36.68220746960079,28.83383397052426,923.3716931911721,0.0009698117080089942,0.0,0.0009698558044862464,0.0,-4.4096477252227734e-08,0.0
8,36.59264935767198,29.268243574844124,888.6637156711179,0.0009724930942625339,0.0,0.0009725408374740662,0.0,-4.774321153222863e-08,0.0
9,36.54711954207101,29.485095047916403,871.4821399017148,0.0010113060345356218,0.0,0.0010113576586968202,0.0,-5.1624161198464413e-08,0.0
10,36.501090360535215,29.701708444928247,854.4251388110454,0.0011572852284722703,0.0,0.001157346668896238,0.0,-6.144042396767982e-08,0.0
11,36.45456267568672,29.91808190571509,837.5006149692814,0.0011695227511116103,0.0,0.0011695873790981033,0.0,-6.462798649302555e-08,0.0
12,36.40753735580809,30.13421359609482,820.7170665587851,0.0011059754475633698,0.0,0.0011060391016666415,0.0,-6.365410327177981e-08,0.0
13,36.36001527472258,30.350101707955858,804.0836355904827,0.0011402584807300577,0.0,0.001140326850091272,0.0,-6.836936121434357e-08,0.0
14,37.11519768140355,27.57032760776377,1021.8119944008107,0.0008115348507384766,0.0,0.000811564986660983,0.0,-3.013592250647023e-08,0.0
15,37.07357073840816,27.789523470531773,1003.7049169965071,0.000833462295202048,0.0,0.000833494371831955,0.0,-3.207662990702565e-08,0.0
16,37.031436462820096,28.00849457438754,985.670775678723,0.0009162470944518087,0.0,0.0009162836538369924,0.0,-3.6559385183706355e-08,0.0
17,36.98879567715674,28.22723883579452,967.713863388015,0.0010191974834320825,0.0,0.001019239660916297,0.0,-4.2177484214618935e-08,0.0
18,36.945649210603236,28.44575419669056,949.8387841381019,0.0008782572961054399,0.0,0.000878295039540417,0.0,-3.774343497714005e-08,0.0
19,36.90199789889339,28.66403862461807,932.0504790568691,0.001471103030243736,0.0,0.0014711682046218884,0.0,-6.517437815237344e-08,0.0
20,36.8578425841903,28.88209011284875,914.3542547853838,0.0009295620430465692,0.0,0.000929605151155571,0.0,-4.310810900181195e-08,0.0
21,36.81318411496639,29.099906680503015,896.7558144396429,0.0010152586079461038,0.0,0.0010153075504181696,0.0,-4.894247206577336e-08,0.0
22,36.76802334588332,29.317486372664064,879.2612913507638,0.0012115022172095116,0.0,0.0012115629277159267,0.0,-6.071050641506467e-08,0.0
23,36.722361137671335,29.534827260486637,861.8772858084808,0.001028155976923157,0.0,0.0010282096370976886,0.0,-5.366017453165353e-08,0.0
24,36.67619835700851,29.7519274413005,844.6109050389775,0.0010596516348828047,0.0,0.0010597092222484601,0.0,-5.758736565538401e-08,0.0
25,36.62953587639955,29.968785038708628,827.4698066499907,0.0010925858083623038,0.0,0.0010926476700640795,0.0,-6.186170177567389e-08,0.0
26,36.58237457405441,30.185398202680236,810.4622457718809,0.0011269043965366713,0.0,0.0011269709062324959,0.0,-6.650969582456395e-08,0.0
27,36.53471533376674,30.401765109638546,793.5971261107738,0.0011627952392800033,0.0,0.001162866813887195,0.0,-7.157460719183113e-08,0.0
28,37.33275060519027,27.395957680602272,1032.4504785874278,0.0008204444325560773,0.0,0.0008204742735991711,0.0,-2.984104309380724e-08,0.0
29,37.291509817212145,27.615891812868817,1014.1275276905196,0.0008207215762922443,0.0,0.0008207525168518234,0.0,-3.0940559579044694e-08,0.0
30,37.249759579890274,27.83560079611834,995.8685719280718,0.0008432607051679722,0.0,0.0008432936715054592,0.0,-3.296633748698773e-08,0.0
31,37.207500718476226,28.055082501628146,977.6774052087601,0.0008667633861373897,0.0,0.0008667985435980826,0.0,-3.51574606928225e-08,0.0
32,37.16473406506914,28.274334826403585,959.558099829468,0.0008912813725925742,0.0,0.0008913189023144072,0.0,-3.752972183306176e-08,0.0
33,37.12146045849537,28.493355693314186,941.5150303542608,0.0009176114064283818,0.0,0.0009176515394146953,0.0,-4.013298631356382e-08,0.0
34,37.07768074418756,28.7121430512243,923.5528997625017,0.0009157902853341072,0.0,0.0009158319132547821,0.0,-4.1627920674869485e-08,0.0
35,37.0333957740634,28.930694875118274,905.6767680852729,0.0009428736098727502,0.0,0.0009429181769349755,0.0,-4.45670622253435e-08,0.0
36,36.98860640640396,29.149009166220107,887.8920837668104,0.0009837185871493324,0.0,0.0009837669646503107,0.0,-4.837750097828192e-08,0.0
37,36.94331350573155,29.36708395210768,870.2047180050546,0.0011858431851825893,0.0,0.001185903866281381,0.0,-6.068109879159289e-08,0.0
38,36.89751794268751,29.584917286821582,852.6210023420545,0.0010448428731924672,0.0,0.001044898594263199,0.0,-5.572107073187685e-08,0.0
