comparison_source,metric,epicentral_distance_km,kernel_bandwidth_km,pairs_within_200_km,effective_pair_count,systematic_mean_signed_change,empirical_standard_deviation,weighted_negative_percent,weighted_unchanged_percent,weighted_positive_percent
global_cmt,pga_percent,28.0,15.0,1480,121.66708033704619,-7.0528823545125645,15.260338025263811,85.17089680240197,4.42145496644753e-09,14.829103193176586
global_cmt,pga_percent,29.0,15.0,1480,126.67207259585966,-6.847482494017493,14.818190656281617,85.19236173139026,6.454427704870309e-09,14.807638262155312
global_cmt,pga_percent,30.0,15.0,1480,131.70699347670666,-6.64506839517363,14.385971009086491,85.21437576873873,9.38461653545147e-09,14.785624221876636
global_cmt,pga_percent,31.0,15.0,1480,136.7371683595855,-6.446055259419766,13.964452795804792,85.23677352299161,1.359048809522331e-08,14.763226463417912
global_cmt,pga_percent,32.0,15.0,1480,141.72756787536437,-6.250832055998668,13.55431730274769,85.25937162907556,1.9602487053247686e-08,14.740628351321956
global_cmt,pga_percent,33.0,15.0,1480,146.64441017592168,-6.059755343235552,13.156141109931998,85.28197670449532,2.816093202460302e-08,14.718023267343726
global_cmt,pga_percent,34.0,15.0,1480,151.45675572955483,-5.873144302150423,12.770386375411327,85.30439398079707,4.029477853431662e-08,14.695605978908159
global_cmt,pga_percent,35.0,15.0,1480,156.13794855160126,-5.691277124117282,12.397394175351687,85.32643621743112,5.74283497760842e-08,14.673563725140525
global_cmt,pga_percent,36.0,15.0,1480,160.6667721462993,-5.5143888191119315,12.037381244824688,85.34793249927576,8.152541053994052e-08,14.652067419198831
global_cmt,pga_percent,37.0,15.0,1480,165.02822318820617,-5.342670435273848,11.690440292624366,85.36873653883829,1.1528291522520356e-07,14.631263345878796
global_cmt,pga_percent,38.0,15.0,1480,169.21385459720548,-5.176269610118458,11.356543879727312,85.38873414621224,1.6239058417008254e-07,14.611265691397172
global_cmt,pga_percent,39.0,15.0,1480,173.2216926923993,-5.015292313849796,11.03555167032204,85.40784958900683,2.2787738530524782e-07,14.5921501831158
global_cmt,pga_percent,40.0,15.0,1480,177.05578072883895,-4.8598055994310645,10.727220701236169,85.42605063432934,3.185723050811013e-07,14.573949047098342
global_cmt,pga_percent,41.0,15.0,1480,180.72543567404136,-4.7098411442396655,10.431218182586804,85.44335213885795,4.4371483005108614e-07,14.556647417427216
global_cmt,pga_percent,42.0,15.0,1480,184.24432266649214,-4.565399354425819,10.147136248560555,85.45981812494962,6.157607448234003e-07,14.540181259289628
global_cmt,pga_percent,43.0,15.0,1480,187.6294523438184,-4.426453804199054,9.874508026982754,85.47556234554187,8.514416772682248e-07,14.524436803016426
global_cmt,pga_percent,44.0,15.0,1480,190.90019342927354,-4.292955795779489,9.612824389679938,85.49074739473404,1.1731528645066015e-06,14.509251432113102
global_cmt,pga_percent,45.0,15.0,1480,194.07737160603165,-4.164838848616352,9.361550778194667,85.50558246237932,1.6107635335248674e-06,14.494415926857132
global_cmt,pga_percent,46.0,15.0,1480,197.18250096335757,-4.042022955427416,9.120143563397658,85.52031985928696,2.2039688261904623e-06,14.47967793674422
global_cmt,pga_percent,47.0,15.0,1480,200.23717043257065,-3.92441847454018,8.88806548302038,85.53525045550418,3.005332149558454e-06,14.464746539163654
global_cmt,pga_percent,48.0,15.0,1480,203.26258746594937,-3.8119295602408005,8.66479979736497,85.55069817936382,4.084203029226028e-06,14.449297736433172
