comparison_source,metric,epicentral_distance_km,kernel_bandwidth_km,pairs_within_200_km,effective_pair_count,systematic_mean_signed_change,empirical_standard_deviation,weighted_negative_percent,weighted_unchanged_percent,weighted_positive_percent
global_cmt,pga_percent,49.0,15.0,1480,206.2792660920844,-3.7044570632767337,8.44986290016156,85.56701372189168,5.531738797308361e-06,14.432980746369537
global_cmt,pga_percent,50.0,15.0,1480,209.3068365584937,-3.601900860890505,8.242815209926095,85.58456758243076,7.467309473095351e-06,14.415424950259782
global_cmt,pga_percent,51.0,15.0,1480,212.36394842167124,-3.504161599002217,8.043270240544027,85.60374257963706,1.0046624505826943e-05,14.39624737373842
global_cmt,pga_percent,52.0,15.0,1480,215.46823716426562,-3.4111418481922047,7.850901803936745,85.62492593987331,1.3471987808321612e-05,14.375060588138885
global_cmt,pga_percent,53.0,15.0,1480,218.63632513766436,-3.322746690205582,7.6654493308141145,85.64850106469977,1.8005163343995717e-05,14.351480930136889
global_cmt,pga_percent,54.0,15.0,1480,221.88382990100976,-3.2388837633888237,7.486721308267012,85.67483907250086,2.398341629930511e-05,14.32513694408284
global_cmt,pga_percent,55.0,15.0,1480,225.22535613397594,-3.159462804572825,7.314596827987505,85.70429020771788,3.183938241014209e-05,14.295677952899727
global_cmt,pga_percent,56.0,15.0,1480,228.67445077309023,-3.08439473234002,7.149025220745196,85.7371752156526,4.212550683139453e-05,14.262782658840587
global_cmt,pga_percent,57.0,15.0,1480,232.24350463448405,-3.013590323260928,6.990023727550626,85.77377679182136,5.554387897136089e-05,14.22616766429968
global_cmt,pga_percent,58.0,15.0,1480,235.94358752553552,-2.9469585393763698,6.83767313329922,85.81433123227654,7.298236407340825e-05,14.185595785359395
global_cmt,pga_percent,59.0,15.0,1480,239.7842078735677,-2.884404572583882,6.69211127342381,85.85902043444314,9.555798721591021e-05,14.140884007569618
global_cmt,pga_percent,60.0,15.0,1480,243.77299250370862,-2.825827680062646,6.553524327818805,85.90796442540027,0.00012466855019104328,14.091910906049536
global_cmt,pga_percent,61.0,15.0,1480,247.9152877564278,-2.7711188945273877,6.422135848762747,85.96121462394,0.00016205344433421116,14.03862332261567
global_cmt,pga_percent,62.0,15.0,1480,252.2136900446634,-2.7201587036510433,6.298193539393249,86.01874807110566,0.0002098645500232683,13.98104206434431
global_cmt,pga_percent,63.0,15.0,1480,256.6675225385364,-2.672814803737727,6.181953912268328,86.0804628873859,0.0002707479739391883,13.91926636464014
global_cmt,pga_percent,64.0,15.0,1480,261.272285067769,-2.628940042539178,6.073665114385599,86.14617522881345,0.00034793715806657473,13.853476834028477
global_cmt,pga_percent,65.0,15.0,1480,266.0191163317202,-2.5883706734831153,5.973548398945839,86.21561801400743,0.00044535759369958175,13.78393662839885
global_cmt,pga_percent,66.0,15.0,1480,270.8943203529755,-2.5509250467315128,5.881778938955265,86.28844167493466,0.0005677429895672796,13.710990582075768
global_cmt,pga_percent,67.0,15.0,1480,275.87902134397115,-2.516402859510842,5.798466887332083,86.36421714181535,0.0007207622840746359,13.635062095900556
global_cmt,pga_percent,68.0,15.0,1480,280.9490205140132,-2.4845850772904305,5.723639758236488,86.44244120464526,0.0009111563758079535,13.556647638978943
global_cmt,pga_percent,69.0,15.0,1480,286.0749318287877,-2.4552346173037227,5.657227297180476,86.52254430003606,0.0011468829022379208,13.476308817061694
global_cmt,pga_percent,70.0,15.0,1480,291.22266795457466,-2.4280978560505333,5.59904998943285,86.60390065529928,0.0014372668612383894,13.394662077839477
global_cmt,pga_percent,71.0,15.0,1480,296.35432947432355,-2.4029069832878607,5.5488122064989955,86.6858405881427,0.001793154386698564,13.312366257470613
global_cmt,pga_percent,72.0,15.0,1480,301.4295181555211,-2.37938317837389,5.506100708783195,86.76766461965217,0.0022270666020312744,13.230108313745816
global_cmt,pga_percent,73.0,15.0,1480,306.4070492551525,-2.357240533729264,5.470388833112654,86.84865892280429,0.002753350222049032,13.148587726973672
global_cmt,pga_percent,74.0,15.0,1480,311.24698267660216,-2.3361905987890137,5.44104624311645,86.92811151256998,0.0033883214801954387,13.068500165949821
global_cmt,pga_percent,75.0,15.0,1480,315.9128360685785,-2.315947371007673,5.41735366904648,87.00532850049737,0.004150400031402404,12.990521099471207
global_cmt,pga_percent,76.0,15.0,1480,320.3737953421887,-2.29623252321785,5.39852167360795,87.07964969806154,0.005060229704998696,12.91529007223347
global_cmt,pga_percent,77.0,15.0,1480,324.6067109326007,-2.27678063328555,5.383712202386136,87.15046286643074,0.0061407833177834405,12.843396350251474
global_cmt,pga_percent,78.0,15.0,1480,328.59767041773017,-2.2573441756058803,5.372061540977099,87.21721597738787,0.0074174491452406585,12.775366573466904
global_cmt,pga_percent,79.0,15.0,1480,332.34297335586245,-2.2376980457544002,5.362703310333719,87.27942696644152,0.00891809701684223,12.711654936541626
global_cmt,pga_percent,80.0,15.0,1480,335.84939864091734,-2.217643418669724,5.354790268761367,87.33669061424341,0.010673122274833035,12.65263626348177
global_cmt,pga_percent,81.0,15.0,1480,339.13373749251525,-2.197010784195965,5.347513919288036,87.38868237131823,0.012715465948809302,12.598602162732957
global_cmt,pga_percent,82.0,15.0,1480,342.2216511285952,-2.175662057163949,5.340121203741416,87.43515912642083,0.015080609403618505,12.549760264175555
global_cmt,pga_percent,83.0,15.0,1480,345.1459855337526,-2.153491717009485,5.331927860068373,87.47595709320406,0.017806541394629793,12.506236365401325
global_cmt,pga_percent,84.0,15.0,1480,347.9447245496495,-2.130426988637776,5.322328294695046,87.51098713835734,0.020933694920728965,12.468079166721926
global_cmt,pga_percent,85.0,15.0,1480,350.6587811858125,-2.1064271268691606,5.310802054618901,87.54022798618446,0.024504850538400888,12.435267163277153
global_cmt,pga_percent,86.0,15.0,1480,353.3298169260882,-2.081481907554779,5.296917162453705,87.56371780413443,0.028565001950613535,12.407717193914948
global_cmt,pga_percent,87.0,15.0,1480,355.998246674382,-2.055609457068302,5.280330698813652,87.58154470073218,0.033161178789147705,12.38529412047869
global_cmt,pga_percent,88.0,15.0,1480,358.70154239521855,-2.028853567688343,5.26078708390022,87.5938366558657,0.038342220654431595,12.367821123479867
global_cmt,pga_percent,89.0,15.0,1480,361.47290100327075,-2.00128065012777,5.238114531824985,87.60075136095956,0.04415849575013065,12.355090143290317
global_cmt,pga_percent,90.0,15.0,1480,364.34029913634157,-1.9729764679561108,5.212220136969761,87.60246638246764,0.05066155693377819,12.346872060598583
global_cmt,pga_percent,91.0,15.0,1480,367.3259236064856,-1.944042784367518,5.183084011812512,87.59916998597524,0.05790372777496107,12.34292628624982
global_cmt,pga_percent,92.0,15.0,1480,370.4459431125625,-1.9145940323718045,5.150752839617298,87.59105287877188,0.06593761133517383,12.343009509892967
global_cmt,pga_percent,93.0,15.0,1480,373.7105735023269,-1.8847540976156418,5.115333141257715,87.57830105314865,0.07481551491547533,12.346883431935867
global_cmt,pga_percent,94.0,15.0,1480,377.1243834507414,-1.8546532808923526,5.076984489577174,87.5610898459,0.08458878500824729,12.354321369091753
global_cmt,pga_percent,95.0,15.0,1480,380.6867873662802,-1.8244254866787133,5.035912841745979,87.53957927444348,0.09530704817887502,12.365113677377634
global_cmt,pga_percent,96.0,15.0,1480,384.3926753130864,-1.7942056658984677,4.992364103178647,87.51391066753301,0.10701735562581371,12.379071976841162
global_cmt,pga_percent,97.0,15.0,1480,388.23313394784134,-1.7641275261850475,4.946617987570727,87.48420457806708,0.1197632317485125,12.396032190184425
global_cmt,pga_percent,98.0,15.0,1480,392.19621679304305,-1.734321511388536,4.898982197358169,87.45055994517278,0.13358363020618236,12.41585642462106
global_cmt,pga_percent,99.0,15.0,1480,396.26772611958137,-1.704913043794746,4.849786917541455,87.4130544600473,0.14851180467536493,12.438433735277338
global_cmt,pga_percent,100.0,15.0,1480,400.43197231251344,-1.6760210171181067,4.799379593037796,87.3717460821064,0.1645741057889867,12.4636798121046
global_cmt,pga_percent,101.0,15.0,1480,404.67248018959333,-1.6477565252843636,4.748119944953853,87.32667564597028,0.18178872051522016,12.491535633514497
global_cmt,pga_percent,102.0,15.0,1480,408.9726158105621,-1.620221810773181,4.696375173719697,87.27787049310685,0.20016437542799737,12.521965131465139
global_cmt,pga_percent,103.0,15.0,1480,413.31611229673706,-1.5935094162954448,4.644515296180499,87.22534905238892,0.21969903080837722,12.554951916802708
global_cmt,pga_percent,104.0,15.0,1480,417.68747934375676,-1.567701524340293,4.59290856881205,87.16912627981775,0.24037859812622375,12.590495122056009
global_cmt,pga_percent,105.0,15.0,1480,422.07228846872584,-1.5428694702277368,4.541916959529705,87.1092198483041,0.26217571896317654,12.628604432732736
global_cmt,pga_percent,106.0,15.0,1480,426.45733431622364,-1.5190734154227308,4.491891645391212,87.0456569534807,0.2850486485776158,12.669294397941671
global_cmt,pga_percent,107.0,15.0,1480,430.83068102767095,-1.4963621687809587,4.4431685320539165,86.97848157161143,0.30894029175934246,12.712578136629244
global_cmt,pga_percent,108.0,15.0,1480,435.18161104034465,-1.4747731439739677,4.396063812169758,86.90776197205847,0.333777442016019,12.758460585925523
global_cmt,pga_percent,109.0,15.0,1480,439.5005009236776,-1.4543324415352064,4.3508696027870535,86.83359825148872,0.3594702770909805,12.806931471420281
global_cmt,pga_percent,110.0,15.0,1480,443.77865420347575,-1.4350550438060714,4.3078497248020655,86.75612962266328,0.3859121639458347,12.857958213390885
global_cmt,pga_percent,111.0,15.0,1480,448.00812392063955,-1.416945110628985,4.267235708830544,86.67554116037988,0.4129798242888572,12.911479015331276
global_cmt,pga_percent,112.0,15.0,1480,452.1815574866429,-1.399996363063775,4.229223129630177,86.59206968433301,0.4405339071856796,12.967396408481289
global_cmt,pga_percent,113.0,15.0,1480,456.2920930753004,-1.3841925418524716,4.1939683834476424,86.50600844678267,0.46842000803793166,13.025571545179371
global_cmt,pga_percent,114.0,15.0,1480,460.33333047800727,-1.3695079269941093,4.161586027621572,86.4177102952162,0.4964701631704097,13.0858195416134
global_cmt,pga_percent,115.0,15.0,1480,464.29939050747555,-1.355907904775245,4.132146798120027,86.32758899934186,0.5245048364970488,13.147906164161096
global_cmt,pga_percent,116.0,15.0,1480,468.18506641150844,-1.3433495690682193,4.105676407796682,86.23611846960759,0.552335399489049,13.211546130903354
global_cmt,pga_percent,117.0,15.0,1480,471.9860593402541,-1.3317823447515817,4.082155206272539,86.14382965169861,0.5797670883832964,13.276403259918103
global_cmt,pga_percent,118.0,15.0,1480,475.699278842258,-1.3211486227657565,4.061518752722303,86.05130495748818,0.6066024038686835,13.342092638643132
global_cmt,pga_percent,119.0,15.0,1480,479.323179837552,-1.3113843985702143,4.043659317611522,85.959170185569,0.6326448991569878,13.408184915274019
global_cmt,pga_percent,120.0,15.0,1480,482.8581006305553,-1.3024199085290362,4.02842829143247,85.8680839901836,0.6577032832905274,13.47421272652587
global_cmt,pga_percent,121.0,15.0,1480,486.3065631433751,-1.2941802618703055,4.015639440914828,85.7787250711771,0.6815957487345702,13.53967918008834
global_cmt,pga_percent,122.0,15.0,1480,489.67349715785474,-1.2865860691380415,4.00507291917153,85.69177737353323,0.7041544167232378,13.604068209743545
global_cmt,pga_percent,123.0,15.0,1480,492.9663549695494,-1.2795540712416869,3.9964799084449596,85.60791369650461,0.7252297813789851,13.666856522116417
global_cmt,pga_percent,124.0,15.0,1480,496.19509100010987,-1.2729977760463491,3.989587754422378,85.5277782125171,0.7446950250769477,13.727526762405953
global_cmt,pga_percent,125.0,15.0,1480,499.37199166919186,-1.2668281116794444,3.9841054404027627,85.45196847849078,0.7624500734525155,13.785581448056684
global_cmt,pga_percent,126.0,15.0,1480,502.5113529743357,-1.2609541071250143,3.9797292478422253,85.38101758141424,0.7784252591955927,13.840557159390167
global_cmt,pga_percent,127.0,15.0,1480,505.62901543896197,-1.2552836110535333,3.9761484560424516,85.3153770916783,0.7925844694268759,13.89203843889483
global_cmt,pga_percent,128.0,15.0,1480,508.74177713421295,-1.249724059077091,3.973050946407083,85.25540149919276,0.8049276618472663,13.93967083895996
global_cmt,pga_percent,129.0,15.0,1480,511.86671440462004,-1.2441832976921856,3.970128593859743,85.20133477784726,0.8154926495995118,13.983172572553213
global_cmt,pga_percent,130.0,15.0,1480,515.0204461617122,-1.238570470125991,3.9670823477115644,85.15329966443942,0.8243560732992524,14.022344262261326
global_cmt,pga_percent,131.0,15.0,1480,518.2183809965574,-1.2327969652735085,3.963626924665961,85.111290151482,0.8316335002570633,14.057076348260955
global_cmt,pga_percent,132.0,15.0,1480,521.473987098279,-1.2267774261170858,3.959495056256852,85.07516758347258,0.8374786147106684,14.087353801816763
global_cmt,pga_percent,133.0,15.0,1480,524.7981234815502,-1.2204308087353068,3.9544412507412248,85.04466061854421,0.842081488063501,14.113257893392277
global_cmt,pga_percent,134.0,15.0,1480,528.198467840048,-1.2136814775598694,3.948245044632959,85.0193691779336,0.8456659438295188,14.134964878236893
global_cmt,pga_percent,135.0,15.0,1480,531.6790719215902,-1.2064603172755723,3.940713731377339,84.9987723607848,0.8484860573936024,14.152741581821589
global_cmt,pga_percent,136.0,15.0,1480,535.2400699789554,-1.1987058370293762,3.931684564139297,84.982240157829,0.8508218550428848,14.166937987128119
global_cmt,pga_percent,137.0,15.0,1480,538.8775597074385,-1.1903652387466794,3.921026436555503,84.96904866050495,0.8529742993008133,14.177977040194223
global_cmt,pga_percent,138.0,15.0,1480,542.5836680790592,-1.1813954186289908,3.908641049968635,84.9583983376101,0.8552596677650381,14.186341994624835
global_cmt,pga_percent,139.0,15.0,1480,546.3468064672808,-1.171763869546475,3.8944635785848627,84.94943484431838,0.8580034498469565,14.19256170583466
global_cmt,pga_percent,140.0,15.0,1480,550.1521102857173,-1.1614494521825158,3.878462845655403,84.94127174219146,0.8615338995473933,14.197194358261136
global_cmt,pga_percent,141.0,15.0,1480,553.982048051589,-1.1504430044885947,3.8606410246444236,84.93301444645064,0.8661753922793647,14.200810161270002
global_cmt,pga_percent,142.0,15.0,1480,557.8171736139242,-1.1387477622271382,3.841032879831143,84.92378468000892,0.8722417394671874,14.203973580523902
global_cmt,pga_percent,143.0,15.0,1480,561.6369838915025,-1.1263795679880284,3.819704561274434,84.91274470324021,0.8800296160335256,14.207225680726264
global_cmt,pga_percent,144.0,15.0,1480,565.4208338343994,-1.1133668518493511,3.7967519698613375,84.8991206037487,0.8898122528937351,14.211067143357544
global_cmt,pga_percent,145.0,15.0,1480,569.1488517136039,-1.0997503735347458,3.7722987095356912,84.88222397003342,0.9018335393264466,14.215942490640108
global_cmt,pga_percent,146.0,15.0,1480,572.8027926087782,-1.0855827231692374,3.746493645985966,84.8614713345049,0.9163026688606957,14.222225996634428
global_cmt,pga_percent,147.0,15.0,1480,576.3667673130374,-1.070927585196809,3.7195080942501653,84.83640085157782,0.9333894475539478,14.230209700868233
global_cmt,pga_percent,148.0,15.0,1480,579.8277886074759,-1.0558587773381753,3.691532662018568,84.80668577167334,0.953220365818188,14.240093862508475
global_cmt,pga_percent,149.0,15.0,1480,583.1760871516784,-1.0404590832998843,3.6627737809827963,84.77214437763037,0.9758755149844296,14.2519801073852
global_cmt,pga_percent,150.0,15.0,1480,586.4051645161751,-1.0248189040033244,3.6334499654283117,84.73274616178985,1.001386408354962,14.265867429855184
global_cmt,pga_percent,151.0,15.0,1480,589.5115698489863,-1.0090347571526028,3.603787845343433,84.68861413547714,1.0297347443764515,14.28165112014642
global_cmt,pga_percent,152.0,15.0,1480,592.494407465746,-0.9932076588441959,3.574018030446717,84.6400232736849,1.0608521275448983,14.299124598770183
global_cmt,pga_percent,153.0,15.0,1480,595.3546031585201,-0.9774414235566092,3.5443708713879367,84.58739520287413,1.094620741414204,14.317984055711674
global_cmt,pga_percent,154.0,15.0,1480,598.0939751814959,-0.9618409202379018,3.5150721944465833,84.53128933605134,1.1308749481897404,14.337835715758917
global_cmt,pga_percent,155.0,15.0,1480,600.7141700255573,-0.9465103223923496,3.486339095633516,84.47239074448862,1.1694037712615968,14.358205484249796
global_cmt,pga_percent,156.0,15.0,1480,603.2155321717319,-0.9315513891673014,3.458375888312685,84.41149512822408,1.2099542009207127,14.378550670855223
global_cmt,pga_percent,157.0,15.0,1480,605.5959806288593,-0.9170618126063403,3.4313703042817636,84.34949130713163,1.2522352495000355,14.398273443368346
global_cmt,pga_percent,158.0,15.0,1480,607.8499634504344,-0.903133663632283,3.405490050612464,84.28734170077377,1.2959226702541906,14.416735628972056
global_cmt,pga_percent,159.0,15.0,1480,609.9675552922395,-0.8898519661216339,3.3808798224503565,84.22606129879136,1.340664244301909,14.433274456906723
global_cmt,pga_percent,160.0,15.0,1480,611.9337533808158,-0.8772934247857145,3.357658864620597,84.16669564483082,1.3860855317242269,14.447218823444958
global_cmt,pga_percent,161.0,15.0,1480,613.7280150472089,-0.8655253286140093,3.3359191618544406,84.11029836664285,1.4317959762588297,14.45790565709832
global_cmt,pga_percent,162.0,15.0,1480,615.3240662057864,-0.8546046474644826,3.3157243188100485,84.05790878363436,1.4773952478259424,14.464695968539699
global_cmt,pga_percent,163.0,15.0,1480,616.6899956554828,-0.8445773350766562,3.2971091674515165,84.0105301112835,1.5224797033188595,14.466990185397663
global_cmt,pga_percent,164.0,15.0,1480,617.7886355506763,-0.8354778473844641,3.280080111992051,83.96910875972519,1.5666488437555217,14.464242396519289
global_cmt,pga_percent,165.0,15.0,1480,618.5782144454248,-0.8273288805493391,3.264616192216706,83.93451519160108,1.6095116451917026,14.455973163207219
global_cmt,pga_percent,166.0,15.0,1480,619.0132565398619,-0.8201413286460164,3.2506708166226277,83.90752676199601,1.6506926420126007,14.441780595991384
global_cmt,pga_percent,167.0,15.0,1480,619.0456897290915,-0.8139144564459816,3.2381740895994784,83.88881291107059,1.6898376446808725,14.421349444248523
global_cmt,pga_percent,168.0,15.0,1480,618.6261163300917,-0.8086362783036012,3.2270356338198853,83.87892301818087,1.726618980069753,14.394458001749381
global_cmt,pga_percent,169.0,15.0,1480,617.705194413059,-0.8042841298275537,3.2171477917380766,83.87827715557819,1.7607401514460033,14.360982692975796
global_cmt,pga_percent,170.0,15.0,1480,616.2350747823382,-0.8008254149106676,3.2083890796644483,83.88715990144513,1.7919398271749867,14.320900271379896
global_cmt,pga_percent,171.0,15.0,1480,614.1708388580623,-0.7982185069139873,3.200627764704791,83.90571728788635,1.8199950823187012,14.274287629794943
global_cmt,pga_percent,172.0,15.0,1480,611.4718856961978,-0.7964137794926491,3.193725438685647,83.93395687201367,1.8447238352978717,14.221319292688456
global_cmt,pga_percent,173.0,15.0,1480,608.1032215358579,-0.7953547398555494,3.1875404732269934,83.97175083042741,1.865986442271606,14.162262727300961
global_cmt,pga_percent,174.0,15.0,1480,604.0366117504807,-0.7949792353047157,3.181931255144561,84.01884189259057,1.8836864342058504,14.097471673203575
global_cmt,pga_percent,175.0,15.0,1480,599.2515620275922,-0.7952207028192416,3.176759119895003,84.07485185036076,1.8977704049105448,14.027377744728703
global_cmt,pga_percent,176.0,15.0,1480,593.7361022772886,-0.7960094313127576,3.1718909212744664,84.13929231274842,1.9082270816370226,13.952480605614538
global_cmt,pga_percent,177.0,15.0,1480,587.4873527480024,-0.7972738070362032,3.1672011965808564,84.21157731988107,1.9150856320830671,13.873337048035854
global_cmt,pga_percent,178.0,15.0,1480,580.5118570835083,-0.7989415143990226,3.162573906680116,84.29103739061503,1.918413281807353,13.790549327577594
global_cmt,pga_percent,179.0,15.0,1480,572.8256719402269,-0.8009406671661322,3.15790374886599,84.37693455583732,1.9183123331603027,13.704753111002365
global_cmt,pga_percent,180.0,15.0,1480,564.4542079003154,-0.8032008484276726,3.1530970563498677,84.46847792483707,1.9149166901224355,13.616605385040511
global_cmt,pga_percent,181.0,15.0,1480,555.4318224051729,-0.8056540417631124,3.1480723112262434,84.56483934477056,1.908388002367336,13.526772652862094
global_cmt,pga_percent,182.0,15.0,1480,545.8011727449164,-0.8082354404300486,3.142760307651269,84.66516874177175,1.898911546170325,13.435919712057935
global_cmt,pga_percent,183.0,15.0,1480,535.6123458392273,-0.8108841259854315,3.137104008782823,84.7686087744027,1.8866919594852813,13.344699266112007
global_cmt,pga_percent,184.0,15.0,1480,524.9217912266164,-0.81354361227858,3.131058144963333,84.8743084829824,1.8719489438994832,13.253742573118103
global_cmt,pga_percent,185.0,15.0,1480,513.7910934946642,-0.8161622550430544,3.124588602002373,84.9814356785545,1.8549130377694893,13.163651283676012
global_cmt,pga_percent,186.0,15.0,1480,502.2856291962037,-0.8186935311889753,3.117671647629505,85.08918787940871,1.8358215533369882,13.074990567254284
global_cmt,pga_percent,187.0,15.0,1480,490.4731599113285,-0.8210961952273347,3.110293041668621,85.1968016678076,1.8149147568315604,12.988283575360834
global_cmt,pga_percent,188.0,15.0,1480,478.4224165311992,-0.8233343229549424,3.1024470716659405,85.30356040187567,1.792432355342765,12.904007242781573
global_cmt,pga_percent,189.0,15.0,1480,466.2017294564084,-0.8253772545485873,3.0941355509963246,85.40880027495406,1.7686103384249487,12.822589386621
global_cmt,pga_percent,190.0,15.0,1480,453.8777551374937,-0.8271994505569686,3.085366811248884,85.51191476517099,1.7436782067527008,12.744407028076305
global_cmt,pga_percent,191.0,15.0,1480,441.51434167893365,-0.8287802749722238,3.0761547152748223,85.61235756022718,1.7178566053301556,12.669785834442651
global_cmt,pga_percent,192.0,15.0,1480,429.17156594802793,-0.8301037196713886,3.066517711932863,85.7096440757659,1.691355365294414,12.599000558939682
global_cmt,pga_percent,193.0,15.0,1480,416.9049629030579,-0.8311580841242845,3.0564779484971867,85.80335171007712,1.6643719466154252,12.532276343307467
global_cmt,pga_percent,194.0,15.0,1480,404.76495587315986,-0.831935623462522,3.0460604520496846,85.89311899364203,1.6370902642086596,12.469790742149293
global_cmt,pga_percent,195.0,15.0,1480,392.7964853653752,-0.8324321768933682,3.03529238706126,85.9786437998965,1.6096798722349912,12.411676327868502
global_cmt,pga_percent,196.0,15.0,1480,381.03882448028054,-0.8326467871186235,3.0242023928291326,86.05968078458037,1.5822954756407537,12.35802373977889
global_cmt,pga_percent,197.0,15.0,1480,369.5255617140067,-0.8325813199716159,3.0128200014945583,86.13603821629924,1.5550767341735718,12.30888504952716
global_cmt,pga_percent,198.0,15.0,1480,358.28472702155574,-0.8322400919931676,3.0011751350036895,86.20757435166323,1.5281483220118255,12.264277326324946
global_cmt,pga_percent,199.0,15.0,1480,347.33903444744635,-0.8316295121951348,2.9892976775573383,86.27419349577374,1.5016202055388352,12.22418629868741
global_cmt,pga_percent,200.0,15.0,1480,336.70621412116634,-0.830757742859218,2.9772171187713705,86.33584187401324,1.4755881024257034,12.188570023561054
global_cmt,loss_ratio,0.0,15.0,1480,36.0508626797543,-0.007932591799120368,0.03069505643127482,24.43808408112083,68.58554179211299,6.976374126766167
global_cmt,loss_ratio,1.0,15.0,1480,37.68506901057705,-0.007402073818064554,0.029640277036283292,23.540209454171688,69.45425691643786,7.0055336293904436
global_cmt,loss_ratio,2.0,15.0,1480,39.380065377647895,-0.006896509693943594,0.02859296736533874,22.66445516184861,70.3079874805698,7.027557357581588
global_cmt,loss_ratio,3.0,15.0,1480,41.13844900288988,-0.006415450848685753,0.027554312211593626,21.81135381482692,71.14655554137455,7.042090643798524
global_cmt,loss_ratio,4.0,15.0,1480,42.96326475541675,-0.005958407372362017,0.026525462411858197,20.981351281764574,71.96987634874787,7.048772369487553
global_cmt,loss_ratio,5.0,15.0,1480,44.85806025048915,-0.0055248519029509465,0.025507533651494402,20.17480408863315,72.77795903760435,7.047236873762499
global_cmt,loss_ratio,6.0,15.0,1480,46.82693714987949,-0.005114223559398963,0.02450160572578814,19.39197729091893,73.5709061618495,7.037116547231553
global_cmt,loss_ratio,7.0,15.0,1480,48.8745961039356,-0.00472593187615712,0.023508722230336676,18.633042861228105,74.34891193502907,7.018045203742831
global_cmt,loss_ratio,8.0,15.0,1480,51.00637223394776,-0.004359360688137311,0.022529890637858558,17.898078641945386,75.11225904280451,6.989662315250136
global_cmt,loss_ratio,9.0,15.0,1480,53.22825742106548,-0.004013871916877603,0.02156608270285175,17.187067920602807,75.86131389827275,6.951618181124426
global_cmt,loss_ratio,10.0,15.0,1480,55.5469049479961,-0.0036888092117246057,0.020618235119094126,16.499899693969542,76.59652022419101,6.903580081839453
global_cmt,loss_ratio,11.0,15.0,1480,57.969611248722245,-0.0033835014041092622,0.019687250338668694,15.836369694791168,77.31839086826024,6.845239436948595
global_cmt,loss_ratio,12.0,15.0,1480,60.5042686965406,-0.0030972657385714584,0.018773997445758313,15.196182261553515,78.02749779061769,6.776319947828806
global_cmt,loss_ratio,13.0,15.0,1480,63.159282567796424,-0.00282941085110422,0.017879312964848796,14.578953135342376,78.72446020820229,6.696586656455341
global_cmt,loss_ratio,14.0,15.0,1480,65.94344466289783,-0.0025792394736137607,0.01700400147235728,13.984213267338228,79.40993093981841,6.60585579284335
global_cmt,loss_ratio,15.0,15.0,1480,68.8657557030279,-0.0023460508527249537,0.016148835874382986,13.411413714126551,80.08458106883288,6.504005217040585
global_cmt,loss_ratio,16.0,15.0,1480,71.93518876644822,-0.0021291428816023164,0.015314557212680296,12.859931684237136,80.74908312664006,6.390985189122824
global_cmt,loss_ratio,17.0,15.0,1480,75.1603869644523,-0.0019278139545835808,0.014501873867500641,12.329077776766864,81.40409309694569,6.26682912628744
global_cmt,loss_ratio,18.0,15.0,1480,78.5492906269892,-0.0017413645657811958,0.013711460040915852,11.818104420634484,82.0502316443851,6.131663934980434
global_cmt,loss_ratio,19.0,15.0,1480,82.10869285220464,-0.0015690986838052562,0.012943953428573523,11.32621548069486,82.68806507490889,5.9857194443962545
global_cmt,loss_ratio,20.0,15.0,1480,85.84372773797848,-0.0014103249446870353,0.012199952021963983,10.852576945279761,83.31808663177429,5.829336422945945
global_cmt,loss_ratio,21.0,15.0,1480,89.75730321630074,-0.0012643577131411603,0.011480010026878295,10.396328550566706,83.9406988103993,5.662972639033981
global_cmt,loss_ratio,22.0,15.0,1480,93.84950017203052,-0.001130518067683293,0.010784632935563605,9.956596133619781,84.55619742748864,5.487206438891565
global_cmt,loss_ratio,23.0,15.0,1480,98.1169710541466,-0.001008134767073386,0.010114271847856682,9.53250444235986,85.16475819464209,5.302737362998036
global_cmt,loss_ratio,24.0,15.0,1480,102.55238349700439,-0.000896545253507277,0.009469317196972946,9.123190072504824,85.76642651553628,5.110383411958899
global_cmt,loss_ratio,25.0,15.0,1480,107.14396585414218,-0.0007950967416337691,0.008850092094408901,8.727814154674189,86.36111114308387,4.91107470224194
global_cmt,loss_ratio,26.0,15.0,1480,111.8752195737917,-0.0007031474319029589,0.00825684556071882,8.345574385359766,86.94858219735038,4.705843417289846
global_cmt,loss_ratio,27.0,15.0,1480,116.7248650780304,-0.0006200678724572804,0.007689745949707657,7.9757159885231586,87.52847386036552,4.495810151111329
global_cmt,loss_ratio,28.0,15.0,1480,121.66708033704619,-0.0005452424767018602,0.007148874898170354,7.6175412138105285,88.10029183993973,4.282166946249743
global_cmt,loss_ratio,29.0,15.0,1480,126.67207259585966,-0.0004780711851626691,0.006634222138004827,7.270417024109528,88.66342544618676,4.066157529703727
global_cmt,loss_ratio,30.0,15.0,1480,131.70699347670666,-0.0004179712418534088,0.00614568149016756,6.9337806979965615,89.21716387081841,3.849055431185015
global_cmt,loss_ratio,31.0,15.0,1480,136.7371683595855,-0.00036437903881218113,0.005683048320311721,6.607143167253815,89.76071602176069,3.6321408109855264
global_cmt,loss_ratio,32.0,15.0,1480,141.72756787536437,-0.0003167519693138366,0.005246018675975479,6.290090019228431,90.29323306525454,3.4166769155170185
global_cmt,loss_ratio,33.0,15.0,1480,146.64441017592168,-0.0002745702217786099,0.004834190248854942,5.9822802096528225,90.81383268240947,3.203887107937701
