event_id,origin_time,magnitude,magnitude_type,rake,source_latitude,source_longitude,depth_source,source_depth_km,source_within_30_km,receiver_count,receivers_within_200_km,minimum_repi_km,minimum_rhypo_km,median_pga_g,mean_pga_g,maximum_pga_g,median_structural_loss_ratio,mean_structural_loss_ratio,maximum_structural_loss_ratio,locations_with_nonzero_structural_loss
2264,2009-07-01 09:30:00,6.5,Mw,76.0,34.15,25.54,isc_ehb,14.0,True,311,0,346.33243866517216,346.61528828337225,0.0006508437108940342,0.0008389145904260648,0.004505117982551802,0.0,0.0,0.0,0
2264,2009-07-01 09:30:00,6.5,Mw,76.0,34.15,25.54,global_cmt,12.0,True,311,0,346.33243866517216,346.5402690478629,0.0006508689458480004,0.0008389889951289553,0.004506605800196832,0.0,0.0,0.0,0
2265,2009-12-22 06:06:00,5.2,Mw,90.0,35.73,31.53,waveform,44.0,False,311,14,111.64133254524994,119.99911304871833,0.00013466243408461007,0.00025971968399474143,0.0024593332992738416,0.0,0.0,0.0,0
2265,2009-12-22 06:06:00,5.2,Mw,90.0,35.73,31.53,isc_ehb,35.0,False,311,14,111.64133254524994,116.99909030620316,0.0001349451262012167,0.0002630913597717362,0.002565015785723007,0.0,0.0,0.0,0
2265,2009-12-22 06:06:00,5.2,Mw,90.0,35.73,31.53,global_cmt,57.0,False,311,14,111.64133254524994,125.35065668946088,0.00013414359537105612,0.0002539360120194765,0.0022860859617301523,0.0,0.0,0.0,0
2266,2010-04-24 15:01:00,5.4,Mw,66.0,34.24,26.08,waveform,8.0,True,311,0,312.36093329338587,312.46336208892563,7.810159684532538e-05,0.00011164301827882331,0.0008192340297082476,0.0,0.0,0.0,0
2266,2010-04-24 15:01:00,5.4,Mw,66.0,34.24,26.08,isc_ehb,19.0,True,311,0,312.36093329338587,312.93825692605094,7.80783709675227e-05,0.0001115586712719825,0.0008169778859533533,0.0,0.0,0.0,0
2266,2010-04-24 15:01:00,5.4,Mw,66.0,34.24,26.08,global_cmt,19.0,True,311,0,312.36093329338587,312.93825692605094,7.80783709675227e-05,0.0001115586712719825,0.0008169778859533533,0.0,0.0,0.0,0
2267,2011-04-01 13:29:00,6.1,Mw,11.0,35.73,26.55,waveform,66.0,False,311,1,150.83734530966268,164.6447835191459,0.0003619122948374505,0.0005985899694229345,0.007026275367534345,0.0,0.0,0.0,0
2267,2011-04-01 13:29:00,6.1,Mw,11.0,35.73,26.55,isc_ehb,76.0,False,311,1,150.83734530966268,168.902056648421,0.0003613564530015137,0.0005938232086695317,0.006742594108313193,0.0,0.0,0.0,0
2267,2011-04-01 13:29:00,6.1,Mw,11.0,35.73,26.55,global_cmt,75.0,False,311,1,150.83734530966268,168.4544589497898,0.00036141547019139403,0.0005943212027517439,0.006771549153184826,0.0,0.0,0.0,0
1947,2011-05-19 20:15:00,5.8,Mw,-93.0,39.13,29.1,waveform,8.0,True,311,49,16.668768662063002,18.489127851507046,0.0004338048881625912,0.001867546021192197,0.121836823664129,0.0,3.2154340836012864e-11,1e-08,1
1947,2011-05-19 20:15:00,5.8,Mw,-93.0,39.13,29.1,isc_ehb,12.0,True,311,49,16.668768662063002,20.5389349458382,0.0004336905150078226,0.0018009512600225194,0.10588433583310838,0.0,3.2154340836012864e-11,1e-08,1
1947,2011-05-19 20:15:00,5.8,Mw,-93.0,39.13,29.1,global_cmt,12.0,True,311,49,16.668768662063002,20.5389349458382,0.0004336905150078226,0.0018009512600225194,0.10588433583310838,0.0,3.2154340836012864e-11,1e-08,1
1962,2011-10-23 10:41:00,7.1,Mw,71.0,38.69,43.49,waveform,18.0,True,311,31,21.166005552996168,27.7848842191121,0.0025427915454715577,0.008219475891451116,0.23765764368091724,0.0,4.818668801629785e-06,0.0014985359973068632,8
1962,2011-10-23 10:41:00,7.1,Mw,71.0,38.69,43.49,isc_ehb,15.0,True,311,31,21.166005552996168,25.94223951530524,0.002543103421772256,0.008357214681999764,0.257674757768887,0.0,1.0866107376665179e-05,0.003286242905963346,9
1962,2011-10-23 10:41:00,7.1,Mw,71.0,38.69,43.49,global_cmt,12.0,True,311,31,21.166005552996168,24.331045827696446,0.0025433586626816018,0.008486645688252888,0.27759611821481367,0.0,2.1796695905362117e-05,0.006572278180953592,9
1963,2011-10-23 20:45:00,5.8,Mw,77.0,38.55,43.16,waveform,9.0,True,311,34,23.151383367461445,24.839213993747276,0.0002823271571586472,0.001797067427476077,0.09222997880612267,0.0,6.430868167202573e-11,1e-08,2
1963,2011-10-23 20:45:00,5.8,Mw,77.0,38.55,43.16,isc_ehb,10.0,True,311,34,23.151383367461445,25.21877379705783,0.00028231917821079124,0.0017845897079148438,0.09013946669460787,0.0,6.430868167202573e-11,1e-08,2
1963,2011-10-23 20:45:00,5.8,Mw,77.0,38.55,43.16,global_cmt,12.0,True,311,34,23.151383367461445,26.076551762592587,0.00028230070252006537,0.00175736788009723,0.08567196189431782,0.0,6.430868167202573e-11,1e-08,2
1964,2011-10-25 14:55:00,5.6,Mw,81.0,38.81,43.62,waveform,11.0,True,311,30,11.46619724705404,15.889420357846591,0.00017571033368568416,0.0014041848623503788,0.13448869708202751,0.0,3.2154340836012864e-11,1e-08,1
1964,2011-10-25 14:55:00,5.6,Mw,81.0,38.81,43.62,isc_ehb,14.0,True,311,30,11.46619724705404,18.09623384321582,0.00017569011171119647,0.0013185541990528157,0.11138606435489336,0.0,3.2154340836012864e-11,1e-08,1
1964,2011-10-25 14:55:00,5.6,Mw,81.0,38.81,43.62,global_cmt,14.0,True,311,30,11.46619724705404,18.09623384321582,0.00017569011171119647,0.0013185541990528157,0.11138606435489336,0.0,3.2154340836012864e-11,1e-08,1
1967,2011-11-09 19:23:00,5.6,Mw,-175.0,38.42,43.22,waveform,7.0,True,311,34,19.992057082418476,21.18212327380517,0.00017238361217295398,0.0012547579575856126,0.0871844511528878,0.0,3.2154340836012864e-11,1e-08,1
1967,2011-11-09 19:23:00,5.6,Mw,-175.0,38.42,43.22,isc_ehb,13.0,True,311,34,19.992057082418476,23.847061588100928,0.00017234908139727702,0.00118741862992464,0.07270172012862841,0.0,3.2154340836012864e-11,1e-08,1
1967,2011-11-09 19:23:00,5.6,Mw,-175.0,38.42,43.22,global_cmt,13.0,True,311,34,19.992057082418476,23.847061588100928,0.00017234908139727702,0.00118741862992464,0.07270172012862841,0.0,3.2154340836012864e-11,1e-08,1
2268,2012-06-10 12:44:00,6.2,Mw,0.0,36.38,28.97,waveform,31.0,False,311,19,32.04818538505249,44.58796010667781,0.0007015130628454867,0.0017345997368314768,0.04930435182689401,0.0,0.0,0.0,0
2268,2012-06-10 12:44:00,6.2,Mw,0.0,36.38,28.97,isc_ehb,28.0,True,311,19,32.04818538505249,42.55685827777577,0.0007017723393953581,0.0017567535555792191,0.053008786337182666,0.0,3.2154340836012864e-11,1e-08,1
2268,2012-06-10 12:44:00,6.2,Mw,0.0,36.38,28.97,global_cmt,28.0,True,311,19,32.04818538505249,42.55685827777577,0.0007017723393953581,0.0017567535555792191,0.053008786337182666,0.0,3.2154340836012864e-11,1e-08,1
2269,2012-07-09 13:55:00,5.7,Mw,2.0,35.6,28.95,waveform,51.0,False,311,8,94.65456649865389,107.51970498028764,0.00023599284773717088,0.0004465614473629917,0.005962035051926315,0.0,0.0,0.0,0
2269,2012-07-09 13:55:00,5.7,Mw,2.0,35.6,28.95,isc_ehb,71.0,False,311,8,94.65456649865389,118.32365342165569,0.00023499457974036295,0.00043200137188611934,0.005049639716520532,0.0,0.0,0.0,0
2269,2012-07-09 13:55:00,5.7,Mw,2.0,35.6,28.95,global_cmt,71.0,False,311,8,94.65456649865389,118.32365342165569,0.00023499457974036295,0.00043200137188611934,0.005049639716520532,0.0,0.0,0.0,0
2271,2013-06-15 16:11:00,6.2,Mw,95.0,34.45,25.04,waveform,20.0,True,311,0,348.6153139998947,349.18854098501737,0.000352043790421114,0.0004689432651207921,0.002692328407091989,0.0,0.0,0.0,0
2271,2013-06-15 16:11:00,6.2,Mw,95.0,34.45,25.04,isc_ehb,15.0,True,311,0,348.6153139998947,348.9378700503073,0.0003520872956613006,0.00046909258833176156,0.0026954375779001424,0.0,0.0,0.0,0
2271,2013-06-15 16:11:00,6.2,Mw,95.0,34.45,25.04,global_cmt,12.0,True,311,0,348.6153139998947,348.8217842326439,0.0003521074364426572,0.0004691617601104511,0.002696879401700979,0.0,0.0,0.0,0
2272,2013-06-16 21:39:00,6.0,Mw,-17.0,34.42,25.18,waveform,18.0,True,311,0,342.52532278795053,342.9979544414073,0.0002177821193204711,0.0002955633096426218,0.0017956563120070073,0.0,0.0,0.0,0
2272,2013-06-16 21:39:00,6.0,Mw,-17.0,34.42,25.18,isc_ehb,20.0,True,311,0,342.52532278795053,343.108724387751,0.00021777002700682884,0.00029551958886214194,0.0017946935864129377,0.0,0.0,0.0,0
2272,2013-06-16 21:39:00,6.0,Mw,-17.0,34.42,25.18,global_cmt,20.0,True,311,0,342.52532278795053,343.108724387751,0.00021777002700682884,0.00029551958886214194,0.0017946935864129377,0.0,0.0,0.0,0
2048,2013-11-22 06:51:00,5.5,Mw,70.0,34.49,45.45,waveform,16.0,True,311,0,373.77699559995506,374.11928905060324,8.112457378718764e-05,0.00011072064350395483,0.000498041138593968,0.0,0.0,0.0,0
2048,2013-11-22 06:51:00,5.5,Mw,70.0,34.49,45.45,isc_ehb,18.0,True,311,0,373.77699559995506,374.21015811937656,8.112022341443296e-05,0.00011070603133181211,0.0004978241551074104,0.0,0.0,0.0,0
2048,2013-11-22 06:51:00,5.5,Mw,70.0,34.49,45.45,global_cmt,18.0,True,311,0,373.77699559995506,374.21015811937656,8.112022341443296e-05,0.00011070603133181211,0.0004978241551074104,0.0,0.0,0.0,0
2050,2013-11-22 18:30:00,5.6,Mw,102.0,34.37,45.52,waveform,14.0,True,311,0,388.39473707872173,388.64697578966104,9.755199565998079e-05,0.00013059493484457061,0.000556681320817747,0.0,0.0,0.0,0
2050,2013-11-22 18:30:00,5.6,Mw,102.0,34.37,45.52,isc_ehb,13.0,True,311,0,388.39473707872173,388.612238343634,9.755399608690967e-05,0.00013060125254971212,0.0005567693554101209,0.0,0.0,0.0,0
2050,2013-11-22 18:30:00,5.6,Mw,102.0,34.37,45.52,global_cmt,13.0,True,311,0,388.39473707872173,388.612238343634,9.755399608690967e-05,0.00013060125254971212,0.0005567693554101209,0.0,0.0,0.0,0
2051,2013-11-24 18:05:00,5.5,Mw,124.0,34.27,45.48,waveform,14.0,True,311,0,398.0487997951545,398.2949246706051,7.902649209096848e-05,0.00010567429113626357,0.0004451102447852215,0.0,0.0,0.0,0
2051,2013-11-24 18:05:00,5.5,Mw,124.0,34.27,45.48,isc_ehb,13.0,True,311,0,398.0487997951545,398.2610287466789,7.902812648798476e-05,0.00010567935385942756,0.0004451782259171811,0.0,0.0,0.0,0
2051,2013-11-24 18:05:00,5.5,Mw,124.0,34.27,45.48,global_cmt,18.0,True,311,0,398.0487997951545,398.4555772208026,7.901874481073916e-05,0.00010565030067301297,0.00044478826227291383,0.0,0.0,0.0,0
2273,2013-12-28 15:21:00,5.9,Mw,75.0,36.05,31.32,waveform,46.0,False,311,20,90.41658427404998,101.44534839896002,0.0005271191387170463,0.0010255925840483605,0.010684562758626769,0.0,0.0,0.0,0
2273,2013-12-28 15:21:00,5.9,Mw,75.0,36.05,31.32,isc_ehb,62.0,False,311,19,90.41658427404998,109.63192378037695,0.0005245818950270333,0.0009907738380027298,0.009433500109530825,0.0,0.0,0.0,0
2273,2013-12-28 15:21:00,5.9,Mw,75.0,36.05,31.32,global_cmt,52.0,False,311,20,90.41658427404998,104.30320566399857,0.000526252772008644,0.001013092601527458,0.010219884998025,0.0,0.0,0.0,0
2087,2015-04-16 18:07:00,6.1,Mw,56.0,35.17,26.85,waveform,23.0,True,311,1,188.6098565893233,190.007047244688,0.00039205186717445223,0.0006045691691433931,0.006113168008200979,0.0,0.0,0.0,0
2087,2015-04-16 18:07:00,6.1,Mw,56.0,35.17,26.85,isc_ehb,22.0,True,311,1,188.6098565893233,189.8885936612442,0.00039207025296967917,0.0006046924734055504,0.006119338767331763,0.0,0.0,0.0,0
2087,2015-04-16 18:07:00,6.1,Mw,56.0,35.17,26.85,global_cmt,24.0,True,311,1,188.6098565893233,190.1306866411761,0.0003920326662734361,0.0006044405088618923,0.0061067377269458335,0.0,0.0,0.0,0
2274,2015-06-09 21:49:00,5.3,Mw,-117.0,35.04,26.79,waveform,16.0,True,311,0,204.0426186011834,204.66897714511595,6.374160426910199e-05,0.0001057730886111276,0.0012225895139098843,0.0,0.0,0.0,0
2274,2015-06-09 21:49:00,5.3,Mw,-117.0,35.04,26.79,isc_ehb,16.0,True,311,0,204.0426186011834,204.66897714511595,6.374160426910199e-05,0.0001057730886111276,0.0012225895139098843,0.0,0.0,0.0,0
2274,2015-06-09 21:49:00,5.3,Mw,-117.0,35.04,26.79,global_cmt,27.0,True,311,0,204.0426186011834,205.82125790507644,6.370593673993963e-05,0.00010552513651001159,0.0012100387143150805,0.0,0.0,0.0,0
2343,2017-07-20 22:31:00,6.5,Mw,-75.0,36.96,27.47,waveform,7.0,True,311,21,33.458661023937545,34.18306594667537,0.000929148290368732,0.0026060458071254784,0.10423036653412446,0.0,6.430868167202573e-11,1e-08,2
2343,2017-07-20 22:31:00,6.5,Mw,-75.0,36.96,27.47,global_cmt,12.0,True,311,21,33.458661023937545,35.5454919436313,0.000929012472520453,0.002572997416971026,0.09918926443178354,0.0,6.430868167202573e-11,1e-08,2
2147,2017-11-12 18:18:00,7.2,Mw,143.0,34.89,45.94,waveform,17.0,True,311,0,348.0136187374097,348.42858497360277,0.0016502869448251675,0.002039688147668593,0.007251289914605545,0.0,0.0,0.0,0
2147,2017-11-12 18:18:00,7.2,Mw,143.0,34.89,45.94,global_cmt,17.0,True,311,0,348.0136187374097,348.42858497360277,0.0016502869448251675,0.002039688147668593,0.007251289914605545,0.0,0.0,0.0,0
2157,2018-01-11 06:59:00,5.4,Mw,99.0,33.8,45.67,waveform,12.0,True,311,0,453.1051876503914,453.264063296106,5.9772335247808785e-05,7.736621616729479e-05,0.00029347469086548993,0.0,0.0,0.0,0
2157,2018-01-11 06:59:00,5.4,Mw,99.0,33.8,45.67,global_cmt,12.0,True,311,0,453.1051876503914,453.264063296106,5.9772335247808785e-05,7.736621616729479e-05,0.00029347469086548993,0.0,0.0,0.0,0
