location_id,longitude,latitude,vs30_model_9arcsec_m_s,vs30_model_9arcsec_status,vs30_model_9arcsec_fallback_distance_m,vs30_model_source_raster,vs30_model_source_raster_md5,vs30_3arcsec_m_s,vs30_3arcsec_status,vs30_3arcsec_direct_status,vs30_3arcsec_raster_row,vs30_3arcsec_raster_column,vs30_3arcsec_fallback_distance_m,vs30_3arcsec_source_raster,vs30_3arcsec_source_raster_md5,vs30_3arcsec_minus_model_m_s,vs30_absolute_difference_m_s,vs30_percent_difference
77,27.849845891918065,39.46529288763372,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,8812,2672,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
78,28.41565823577763,39.3580203257534,595.5006103515625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,599.4104614257812,direct,valid,8804,3347,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,3.90985107421875,3.90985107421875,0.6565654184486078
79,28.979844671420302,39.24746814441138,295.7789306640625,nearest_valid,270.33295009106126,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,156.3563995361328,nearest_valid,outside_model_range,8793,4022,141.6807200464851,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-139.4225311279297,139.4225311279297,-47.13741131422303
80,29.5423688632149,39.13365138777182,418.7412414550781,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,414.6470947265625,direct,valid,8786,4699,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-4.094146728515625,4.094146728515625,-0.9777271315070213
81,30.10319570002948,39.01658538307148,421.0323486328125,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,415.0216369628906,direct,valid,8776,5376,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-6.010711669921875,6.010711669921875,-1.4276127925657063
82,30.66229130681988,38.89628572632051,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,8766,6053,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
83,31.21962305452092,38.772768267938105,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,8756,6731,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
84,31.77515956826793,38.64604909834551,574.7212524414062,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,574.7212524414062,direct,valid,8745,7410,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
85,32.32887073398079,38.51614453353741,400.47369384765625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,396.0218505859375,direct,valid,8734,8090,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-4.45184326171875,4.45184326171875,-1.1116443676853018
86,32.88072770334502,38.38307110065308,334.0492553710937,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,334.7865905761719,direct,valid,8722,8770,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.7373352050781818,0.7373352050781818,0.22072649264225414
87,33.43070289722835,38.24684552356719,403.3796691894531,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,406.149658203125,direct,valid,8710,9451,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,2.769989013671875,2.769989013671875,0.6866952465001178
88,33.97877000757363,38.107484708520346,426.2925109863281,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,423.68218994140625,direct,valid,8698,10133,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-2.610321044921875,2.610321044921875,-0.6123309646895467
89,34.52490399781175,37.96500572980777,535.904052734375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.176025390625,direct,valid,8685,10816,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,1.27197265625,1.27197265625,0.2373508186325404
90,35.06908110184059,37.81942581554456,519.6965942382812,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,519.1831665039062,direct,valid,8672,11499,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.513427734375,0.513427734375,-0.09879374621023455
91,35.611278821618285,37.67076233352466,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,8658,12184,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
92,36.15147592342068,37.51903277719032,463.2667541503906,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,463.8275146484375,direct,valid,8644,12869,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.560760498046875,0.560760498046875,0.1210448392903314
93,36.68965243281496,37.36425475172738,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,8629,13556,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
94,37.22578962840265,37.20644596030164,488.2951354980469,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,489.0403747558594,direct,valid,8614,14243,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.7452392578125,0.7452392578125,0.15262065984998552
95,37.75987003438628,37.04562419045001,478.5408935546875,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,472.8306579589844,direct,valid,8598,14931,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-5.710235595703125,5.710235595703125,-1.1932596926641883
96,38.821796749967135,36.71501320700875,346.2952880859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,345.7132873535156,direct,valid,8565,16311,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.582000732421875,0.582000732421875,-0.1680648719301789
97,26.830269986054727,40.11024381602152,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,8158,1303,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
98,27.40283107497407,40.00877234376844,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,8150,1976,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
99,27.97379735386537,39.903969276608166,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,8142,2649,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
100,28.543129149689825,39.795849486245295,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,599.8543701171875,direct,valid,8134,3323,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.85565185546875,0.85565185546875,-0.14244008326328514
101,29.11078803463584,39.68442816279457,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,8125,3998,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
102,29.676736841292104,39.569720800102296,419.533203125,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,420.2923889160156,direct,valid,8116,4673,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.759185791015625,0.759185791015625,0.1809596440426255
103,30.24093967598165,39.45174318095948,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,8107,5349,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
104,30.80336193028008,39.33051136223099,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,8097,6026,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
105,31.36397029074492,39.2060416599246,412.9768981933594,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,414.0511169433594,direct,valid,8087,6703,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,1.07421875,1.07421875,0.2601159422474623
106,31.92273274688748,39.078350634223085,425.2662658691406,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,426.03961181640625,direct,valid,8076,7381,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.773345947265625,0.773345947265625,0.18184982194275257
107,32.479618597422046,38.94745507450225,517.856689453125,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,525.0450439453125,direct,valid,8065,8060,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,7.1883544921875,7.1883544921875,1.3880972552036852
108,33.034598454831034,38.81337198435645,340.7968139648437,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,340.7940673828125,direct,valid,8053,8739,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.0027465820311931566,0.0027465820311931566,-0.0008059294918985045
109,33.587644248287745,38.67611856665329,285.192626953125,nearest_valid,7004.6779899862295,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,160.08177185058594,nearest_valid,nodata,7987,9493,6875.29622842263,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-125.11085510253906,125.11085510253906,-43.86889536351955
110,34.13872922498166,38.53571220863781,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,8029,10101,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
111,34.687827949893595,38.392170467105785,360.6438293457031,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,359.8777770996094,direct,valid,8017,10782,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.76605224609375,0.76605224609375,-0.2124124090750583
112,35.234916304070964,38.24551105366531,339.58758544921875,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,344.8053283691406,direct,valid,8003,11465,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,5.217742919921875,5.217742919921875,1.5364940131776772
113,35.779971481455135,38.09575182010447,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,7990,12149,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
114,36.32297198431528,37.94291074388236,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,7976,12833,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
115,36.86389761734446,37.787005913759856,469.52392578125,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,469.7439880371094,direct,valid,7961,13519,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.220062255859375,0.220062255859375,0.046869231529193985
116,37.40272948047536,37.628055515585366,464.0740661621094,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,464.3563232421875,direct,valid,7946,14205,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.282257080078125,0.282257080078125,0.06082155859567631
117,37.93944996047414,37.46607781825019,458.1355895996094,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,460.4999084472656,direct,valid,7930,14892,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,2.36431884765625,2.36431884765625,0.5160740403779942
118,38.4740427213721,37.30109115982695,451.1153564453125,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,450.7371826171875,direct,valid,7914,15580,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.378173828125,0.378173828125,-0.08383084785783501
119,39.006492693795046,37.13311393390367,325.7251281738281,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,322.2624816894531,direct,valid,7898,16270,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-3.462646484375,3.462646484375,-1.0630578315490313
120,39.5367860632515,36.96216457612552,418.7761840820313,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,418.32916259765625,direct,valid,7881,16960,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.44702148437505684,0.44702148437505684,-0.1067447245967294
121,26.371447394800388,40.64903459878373,407.2633056640625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,405.83905029296875,direct,valid,7497,611,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.42425537109375,1.42425537109375,-0.3497136499374607
122,28.100104579748663,40.3421823053369,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,7474,2627,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
123,28.67301389143944,40.23319904164602,434.624755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,430.1071472167969,direct,valid,7465,3301,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-4.517608642578125,4.517608642578125,-1.0394273638751999
124,29.244201706086056,40.120892001998726,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,7457,3974,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
125,29.81363000912616,40.00527714511901,425.595458984375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,421.53973388671875,direct,valid,7448,4649,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-4.05572509765625,4.05572509765625,-0.9529530947850524
126,30.38126211134988,39.88637072459324,608.7828369140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,613.5762329101562,direct,valid,7438,5324,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,4.79339599609375,4.79339599609375,0.787373707904055
127,30.94706266031314,39.76418927340092,343.2217102050781,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,343.1845397949219,direct,valid,7429,6000,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.03717041015625,0.03717041015625,-0.010829854013034414
128,31.51099764986585,39.638749588390894,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,7419,6676,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
129,32.073034427829406,39.510068714727474,428.2435302734375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,426.8257141113281,direct,valid,7408,7353,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.417816162109375,1.417816162109375,-0.331077076915578
130,32.63314170186223,39.37816393033035,499.3263854980469,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,502.8563537597656,direct,valid,7397,8031,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,3.52996826171875,3.52996826171875,0.7069460705942522
131,33.1912895435556,39.24305273033106,442.8170776367188,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,461.03009033203125,direct,valid,7386,8710,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,18.213012695312443,18.213012695312443,4.112987871315603
132,33.747449390805635,39.10475281156865,191.27317810058597,nearest_valid,1381.0076061140237,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,152.6945343017578,nearest_valid,nodata,7362,9402,1331.3781991282967,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-38.57864379882815,38.57864379882815,-20.169395511659545
133,34.30159404851024,38.96328205714568,500.1455078125,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,486.26995849609375,direct,valid,7362,10069,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-13.87554931640625,13.87554931640625,-2.774302497905883
134,34.85369768764283,38.81865852106536,534.3407592773438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,512.4321899414062,direct,valid,7349,10750,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-21.9085693359375,21.9085693359375,-4.10011195207478
135,35.40373584275705,38.67090041296952,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,7336,11432,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
136,35.951685407979305,38.52002608299594,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,7323,12115,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
137,36.49752463154753,38.36605400677348,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,7309,12798,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
138,37.04123310895654,38.20900277057115,576.5294799804688,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,572.4439697265625,direct,valid,7294,13483,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-4.08551025390625,4.08551025390625,-0.7086385684986405
139,37.58279177477196,38.0488910566178,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.544189453125,direct,valid,7279,14168,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.00421142578125,0.00421142578125,0.0007304655256795156
140,38.122182893175335,37.88573762860676,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,7264,14854,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
141,38.65939004730469,37.71956131739987,420.077880859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,425.3072509765625,direct,valid,7248,15542,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,5.2293701171875,5.2293701171875,1.2448572884841038
142,39.194398127454846,37.55038100694362,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.3173217773438,direct,valid,7231,16230,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.28265380859375,0.28265380859375,-0.05257697571241177
143,39.72719331820265,37.3782156204095,530.8634643554688,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,530.81640625,direct,valid,7214,16919,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.04705810546875,0.04705810546875,-0.008864446063524852
144,40.2577630845222,37.20308410656944,528.6494140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,516.1246337890625,direct,valid,7197,17610,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-12.5247802734375,12.5247802734375,-2.3692034721439694
145,26.488968088567013,41.08928448177223,243.0297088623047,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,242.7376251220703,direct,valid,6829,592,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.292083740234375,0.292083740234375,-0.12018437647055868
146,27.07058243420781,40.98955554528828,324.740478515625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,323.5298767089844,direct,valid,6822,1262,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.210601806640625,1.210601806640625,-0.3727905471391293
147,29.380147541154155,40.556858879095685,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,6790,3951,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
148,29.953111188266483,40.44031923175131,383.7698059082031,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,386.5491943359375,direct,valid,6781,4625,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,2.779388427734375,2.779388427734375,0.7242332213074623
149,30.5242267272893,40.32046641172607,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,6772,5299,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
150,31.09345805137606,40.19731744397758,535.0223999023438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,535.0150146484375,direct,valid,6762,5974,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.00738525390625,0.00738525390625,-0.001380363496481271
151,31.660770453715006,40.07088962204292,304.8576965332031,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,285.0708923339844,direct,valid,6752,6650,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-19.78680419921875,19.78680419921875,-6.490505053417177
152,32.22613063486308,39.94120049187214,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,6742,7326,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
153,32.78950670817389,39.80826783566438,545.1306762695312,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,543.5369262695312,direct,valid,6731,8003,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.59375,1.59375,-0.29236109237264707
154,33.350868203365806,39.67210965573072,449.58001708984375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,443.4426574707031,direct,valid,6720,8681,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-6.137359619140625,6.137359619140625,-1.3651317642781573
155,33.91018606828075,39.53274415840682,476.3794555664063,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,478.2244567871094,direct,valid,6708,9360,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,1.8450012207030682,1.8450012207030682,0.3872965551189432
156,34.467432668886644,39.3901897380382,402.7200012207031,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,398.687744140625,direct,valid,6696,10039,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-4.032257080078125,4.032257080078125,-1.0012557280134498
157,35.02258178758028,39.24446496105929,492.7139892578125,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,492.3923645019531,direct,valid,6683,10719,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.321624755859375,0.321624755859375,-0.06527615673016439
158,35.575608619849234,39.09558855018729,430.0249938964844,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,428.3100280761719,direct,valid,6670,11400,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.7149658203125,1.7149658203125,-0.3988060797985446
159,36.126489769354585,38.94357936874966,495.9154052734375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,496.2953186035156,direct,valid,6657,12082,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.379913330078125,0.379913330078125,0.07660849532767562
