location_id,longitude,latitude,vs30_model_9arcsec_m_s,vs30_model_9arcsec_status,vs30_model_9arcsec_fallback_distance_m,vs30_model_source_raster,vs30_model_source_raster_md5,vs30_3arcsec_m_s,vs30_3arcsec_status,vs30_3arcsec_direct_status,vs30_3arcsec_raster_row,vs30_3arcsec_raster_column,vs30_3arcsec_fallback_distance_m,vs30_3arcsec_source_raster,vs30_3arcsec_source_raster_md5,vs30_3arcsec_minus_model_m_s,vs30_absolute_difference_m_s,vs30_percent_difference
160,36.67520324149756,38.78845640516469,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,6643,12764,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
161,37.22172843553528,38.63023875759182,446.1104431152344,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,444.8823547363281,direct,valid,6629,13448,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.22808837890625,1.22808837890625,-0.27528796912495135
162,37.76604613531235,38.46894561876885,560.0208129882812,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,577.5000610351562,direct,valid,6614,14132,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,17.479248046875,17.479248046875,3.1211782922147866
163,38.30813849867578,38.30459626105106,502.46868896484375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,502.34588623046875,direct,valid,6599,14818,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.122802734375,0.122802734375,-0.02443987796095134
164,38.84798904564202,38.13721002166683,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,6583,15504,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
165,39.385582645385306,37.96680628820294,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,6566,16191,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
166,39.92090550211677,37.7934044843319,535.904052734375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,535.904052734375,direct,valid,6549,16880,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
167,40.45394513992413,37.61702405579266,505.2450866699219,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,495.7658996582031,direct,valid,6532,17569,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-9.47918701171875,9.47918701171875,-1.8761561986077326
168,40.98469038664149,37.43768445663451,491.2444763183594,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,494.5308837890625,direct,valid,6514,18260,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,3.286407470703125,3.286407470703125,0.6689963203928857
169,41.51313135681831,37.25540513573389,488.5272216796875,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,489.94024658203125,direct,valid,6495,18951,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,1.41302490234375,1.41302490234375,0.2892417944460478
170,26.60877510208489,41.52911975891151,374.2494201660156,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,371.8243408203125,direct,valid,6163,573,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-2.425079345703125,2.425079345703125,-0.6479847970445403
171,27.19423644754487,41.42856530103737,393.7810974121094,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,391.9964294433594,direct,valid,6156,1243,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.78466796875,1.78466796875,-0.45321321426514943
172,27.778001842368653,41.32459277417623,392.4464416503906,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,394.1825866699219,direct,valid,6148,1914,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,1.73614501953125,1.73614501953125,0.4423903073831124
173,28.360027310851105,41.21721809479402,349.6066589355469,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,346.375,direct,valid,6140,2585,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-3.231658935546875,3.231658935546875,-0.924369960625567
174,28.94027026737205,41.1064575358912,594.7554321289062,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,572.4337768554688,direct,valid,6132,3257,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-22.3216552734375,22.3216552734375,-3.753081362121892
175,29.51868953397133,40.99232771054403,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,6124,3929,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
176,30.095245355730786,40.87484555531893,471.40081787109375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,471.5147705078125,direct,valid,6115,4602,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.11395263671875,0.11395263671875,0.02417319452973685
177,30.66989941399068,40.75402831358981,283.1601257324219,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,282.9564514160156,direct,valid,6106,5276,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.20367431640625,0.20367431640625,-0.0719290245684932
178,31.24261483743329,40.62989351878622,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,6096,5950,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
179,31.81335621107146,40.50245897760074,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,6086,6625,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
180,32.38208958318474,40.37174275318224,525.3312377929688,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5924072265625,direct,valid,6076,7300,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,12.26116943359375,12.26116943359375,2.333988263310897
181,32.948782470250165,40.23776314834132,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,6065,7976,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
182,33.513403859918775,40.10053868879341,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,6054,8653,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
183,34.075924212092694,39.96008810646402,498.0765686035156,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,503.08624267578125,direct,valid,6043,9331,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,5.009674072265625,5.009674072265625,1.0058040044548815
184,34.636315458161214,39.81643032287921,437.4578552246094,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,437.621826171875,direct,valid,6031,10009,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.163970947265625,0.163970947265625,0.03748268440200608
185,35.194550998457146,39.66958443266434,616.9863891601562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,617.5223999023438,direct,valid,6019,10689,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.5360107421875,0.5360107421875,0.08687561858813765
186,35.75060569799753,39.51956968717203,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,6006,11369,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
187,36.30445588057545,39.366405478259885,448.3022155761719,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,454.47149658203125,direct,valid,5992,12050,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,6.169281005859375,6.169281005859375,1.3761433228542992
188,36.85607932127117,39.21011132223724,441.9340515136719,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,441.4461364746094,direct,valid,5979,12731,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.4879150390625,0.4879150390625,-0.11040449075859583
189,37.4054552374532,39.050706843999045,464.6650695800781,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,456.03594970703125,direct,valid,5964,13414,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-8.629119873046875,8.629119873046875,-1.857062309599705
190,37.95256427834092,38.88821176136395,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,5950,14098,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
191,38.497388513201685,38.72264586963246,463.3088073730469,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,458.8225402832031,direct,valid,5935,14782,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-4.48626708984375,4.48626708984375,-0.968310340414379
192,39.03991141825595,38.55402902637986,357.75457763671875,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,357.9612731933594,direct,valid,5919,15467,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.206695556640625,0.206695556640625,0.05777579647087385
193,39.58011786236474,38.38238113649788,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,5903,16154,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
194,40.11799409157385,38.20772213749719,487.0408020019531,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,486.7130432128906,direct,valid,5886,16841,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.3277587890625,0.3277587890625,-0.06729596118338882
195,40.65352771258926,38.0300719850824,428.0439147949219,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,427.0920104980469,direct,valid,5868,17530,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.951904296875,0.951904296875,-0.2223847282891669
196,41.1867076752579,37.84945063900995,387.1775817871094,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,380.04217529296875,direct,valid,5850,18219,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-7.135406494140625,7.135406494140625,-1.8429286275319647
197,41.7175242541276,37.66587804923799,512.5012817382812,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,514.1657104492188,direct,valid,5832,18910,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,1.6644287109375,1.6644287109375,0.32476576552007
198,42.24596902915907,37.47937414237634,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,5813,19602,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
199,27.32030359889184,41.86714480472202,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,5490,1225,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
200,27.90793197350734,41.76230564320424,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,5483,1895,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
201,31.39460201858199,41.06191479063402,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,5432,5926,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
202,31.96882470353246,40.93345450667417,594.1270141601562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,567.1151733398438,direct,valid,5422,6600,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-27.0118408203125,27.0118408203125,-4.546475783212078
203,32.54098176438588,40.801691908159086,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,5412,7275,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
204,33.11104011893139,40.666645835463534,354.2043762207031,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,388.73638916015625,direct,valid,5401,7950,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,34.532012939453125,34.532012939453125,9.749177383945247
205,33.67896821343401,40.52833535453819,448.244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,451.7929992675781,direct,valid,5390,8627,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,3.548858642578125,3.548858642578125,0.7917244913965517
206,34.24473602295546,40.38677973958139,452.1221618652344,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,450.39483642578125,direct,valid,5379,9303,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.727325439453125,1.727325439453125,-0.3820483898261096
207,34.80831504974517,40.24199845581047,419.39495849609375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,417.4193115234375,direct,valid,5367,9981,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.97564697265625,1.97564697265625,-0.4710707490954857
208,35.36967831976815,40.09401114235636,580.7123413085938,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,582.2203369140625,direct,valid,5355,10659,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,1.50799560546875,1.50799560546875,0.25968030954372173
209,35.928800377439245,39.94283759530382,535.7010498046875,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,532.8096313476562,direct,valid,5342,11339,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-2.89141845703125,2.89141845703125,-0.5397447808036664
210,36.48565727863619,39.78849775089813,429.4677429199219,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,435.0435485839844,direct,valid,5329,12019,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,5.5758056640625,5.5758056640625,1.298306044163638
211,37.04022658206525,39.63101166893865,457.5965576171875,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,458.09832763671875,direct,valid,5315,12700,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.50177001953125,0.50177001953125,0.10965336412146194
212,37.59248733905582,39.47039951637768,476.6583251953125,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,474.547119140625,direct,valid,5301,13381,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-2.1112060546875,2.1112060546875,-0.44291811200872777
213,38.14242008186092,39.30668155114245,476.82525634765625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,479.39093017578125,direct,valid,5287,14064,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,2.565673828125,2.565673828125,0.5380742303327891
214,38.69000681054206,39.13987810619656,459.8590087890625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,469.7297058105469,direct,valid,5272,14748,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,9.870697021484375,9.870697021484375,2.1464615964525047
215,39.23523097851778,38.97000957385584,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,5256,15432,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
216,39.77807747685498,38.79709639037304,523.709716796875,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,522.6787109375,direct,valid,5240,16118,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.031005859375,1.031005859375,-0.19686590229428258
217,40.3185326173833,38.62115902080354,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,5223,16804,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
218,40.8565841147114,38.44221794416428,435.7065124511719,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,434.6419982910156,direct,valid,5206,17492,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.06451416015625,1.06451416015625,-0.2443190840016527
219,41.3922210672249,38.26029363889579,582.1966552734375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,596.8406372070312,direct,valid,5188,18181,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,14.64398193359375,14.64398193359375,2.515298190216497
220,41.92543393714404,38.07540656863709,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,5170,18870,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
221,42.45621452971892,37.88757716832112,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,5151,19561,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
222,42.98455597163872,37.6968258305983,568.3587036132812,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,567.3203735351562,direct,valid,5131,20253,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.038330078125,1.038330078125,-0.18268921924199008
223,43.5104526887302,37.503172892593774,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,5111,20946,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
224,32.12724807530359,41.36387268192554,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,533.7816772460938,direct,valid,4759,6577,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-3.81829833984375,3.81829833984375,-0.7102489793981361
225,32.70288003523498,41.23104397401816,450.1291809082031,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,449.63427734375,direct,valid,4749,7251,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.494903564453125,0.494903564453125,-0.10994700753561074
226,33.2763531496317,41.09491145873179,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,4738,7925,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
227,33.847635325026566,40.95549475971331,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,4728,8601,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
228,34.41669605582694,40.81281371072964,449.4459228515625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,449.4459228515625,direct,valid,4716,9277,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
229,34.98350642177497,40.66688833779436,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,4705,9954,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
230,35.548039083457624,40.51773884143387,437.2521057128906,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,435.9992370605469,direct,valid,4692,10631,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.25286865234375,1.25286865234375,-0.28653233134259876
231,36.110268275942175,40.3653855791167,364.2544250488281,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,359.4662170410156,direct,valid,4680,11310,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-4.7882080078125,4.7882080078125,-1.3145229483953813
232,36.67016980061532,40.20984904786767,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,4667,11989,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
233,37.227721015306265,40.05114986708789,618.48388671875,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,618.9990844726562,direct,valid,4653,12669,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.51519775390625,0.51519775390625,0.08330010934311237
234,37.782900822775545,39.88930876159981,438.1587829589844,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,454.6751403808594,direct,valid,4639,13350,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,16.516357421875,16.516357421875,3.76949134976511
235,38.33568965765315,39.72434654493565,447.51953125,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,449.1175537109375,direct,valid,4625,14032,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,1.5980224609375,1.5980224609375,0.3570844062322699
236,38.88606947191002,39.55628410288591,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,4610,14715,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
237,39.43402371894801,39.38514237732356,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,4595,15398,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
238,39.97953733639344,39.210942350318334,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,4579,16083,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
239,40.522596727679726,39.03370502855385,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,4562,16769,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
240,41.063189742503695,38.85345142805938,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,4545,17455,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
241,41.60130565624036,38.67020255926717,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,4527,18143,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
242,42.136935148399466,38.48397941240376,552.7262573242188,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,552.7262573242188,direct,valid,4509,18832,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
243,42.67007028020628,38.29480294322424,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,4490,19522,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
244,43.20070447138824,38.10269405909594,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,4471,20213,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
