receiver_id,latitude,longitude,vs30_3arcsec,direct_cell_status_3arcsec,direct_3arcsec,fallback_3arcsec,fallback_distance_3arcsec_m,vs30_9arcsec,direct_cell_status_9arcsec,direct_9arcsec,fallback_9arcsec,fallback_distance_9arcsec_m,fallback_category
248,41.52255515900016,33.444797513838466,449.4922180175781,valid,True,False,,449.5407409667969,valid,True,False,,neither
249,41.38201157695592,34.01948170678295,576.5399780273438,valid,True,False,,576.5399780273438,valid,True,False,,neither
250,41.238184225796175,34.59188130842567,576.5399780273438,valid,True,False,,576.5399780273438,valid,True,False,,neither
251,41.09109371005216,35.16196698394322,600.7100219726562,valid,True,False,,600.7100219726562,valid,True,False,,neither
252,40.9407608091312,35.729711038947386,411.46221923828125,valid,True,False,,416.62835693359375,valid,True,False,,neither
253,40.78720645911132,36.29508741192155,446.0419921875,valid,True,False,,445.3791198730469,valid,True,False,,neither
254,40.63045173474038,36.85807166478312,507.6919250488281,valid,True,False,,512.1145629882812,valid,True,False,,neither
255,40.47051783166179,37.41864097165869,619.1500244140625,valid,True,False,,618.8026123046875,valid,True,False,,neither
256,40.30742604888621,37.97677410596052,619.1500244140625,valid,True,False,,619.12255859375,valid,True,False,,neither
257,40.14119777152859,38.5324514258542,570.3954467773438,valid,True,False,,545.0187377929688,valid,True,False,,neither
258,39.97185445382736,39.08565485820786,483.81463623046875,valid,True,False,,483.9147644042969,valid,True,False,,neither
259,39.79941760246207,39.63636788111455,619.1500244140625,valid,True,False,,619.1500244140625,valid,True,False,,neither
260,39.62390876018369,40.18457550507881,454.60797119140625,valid,True,False,,435.2808837890625,valid,True,False,,neither
261,39.44534948977105,40.73026425295892,532.9637451171875,valid,True,False,,530.8173828125,valid,True,False,,neither
262,39.263761358325205,41.27342213875534,413.1262512207031,valid,True,False,,403.1685791015625,valid,True,False,,neither
263,39.07916592191211,41.81403864533565,350.51214599609375,valid,True,False,,356.8906555175781,valid,True,False,,neither
264,38.891584710563,42.35210470118456,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
265,38.70103921364054,42.887612656266974,159.88558959960938,nodata,False,True,9422.516914005155,220.89083862304688,nodata,False,True,9485.553743290959,both
266,38.5075508655773,43.420556257090176,407.0455017089844,valid,True,False,,406.58233642578125,valid,True,False,,neither
267,38.31114103199241,43.9509306210494,522.9056396484375,valid,True,False,,521.9302978515625,valid,True,False,,neither
268,41.949571640011015,33.61645171466469,585.3824462890625,valid,True,False,,578.09033203125,valid,True,False,,neither
269,41.80788002812139,34.194586415748496,613.1983642578125,valid,True,False,,611.6973876953125,valid,True,False,,neither
270,41.662885026533125,34.77037131351163,600.7100219726562,valid,True,False,,600.7100219726562,valid,True,False,,neither
271,41.51460783665575,35.34377666794147,611.6298828125,valid,True,False,,614.709716796875,valid,True,False,,neither
272,41.36306983487982,35.91477444162001,600.7100219726562,valid,True,False,,600.7100219726562,valid,True,False,,neither
273,41.20829255371199,36.48333829085251,261.0055847167969,valid,True,False,,261.2767333984375,valid,True,False,,neither
274,41.05029766313624,37.04944355484163,619.1500244140625,valid,True,False,,619.1500244140625,valid,True,False,,neither
275,40.88910695222355,37.61306724300135,600.7100219726562,valid,True,False,,600.7100219726562,valid,True,False,,neither
276,40.72474231101067,38.17418802050582,619.1500244140625,valid,True,False,,619.1500244140625,valid,True,False,,neither
277,40.55722571266727,38.732786192170245,619.1500244140625,valid,True,False,,619.1500244140625,valid,True,False,,neither
278,40.38657919596919,39.288843684761055,600.7100219726562,valid,True,False,,600.7100219726562,valid,True,False,,neither
279,40.21282484809435,39.8423440278335,557.3491821289062,valid,True,False,,549.0767822265625,valid,True,False,,neither
280,40.03598478775554,40.39327233319441,600.7100219726562,valid,True,False,,600.7100219726562,valid,True,False,,neither
281,39.85608114868425,40.94161527308801,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
282,39.67313606347664,41.48736105720132,399.6725769042969,valid,True,False,,406.0848693847656,valid,True,False,,neither
283,39.48717164781292,42.03049940858551,576.5399780273438,valid,True,False,,576.5399780273438,valid,True,False,,neither
284,39.29820998505886,42.57102153858751,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
285,39.106273111257465,43.108920120885394,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
286,38.91138300051731,43.64418926471844,535.727783203125,valid,True,False,,535.6008911132812,valid,True,False,,neither
287,38.71356155080296,44.17682448740173,419.4975891113281,valid,True,False,,420.60577392578125,valid,True,False,,neither
288,40.972420283171616,38.93677722780187,619.1500244140625,valid,True,False,,619.1500244140625,valid,True,False,,neither
289,40.80044778902895,39.49571909858484,619.1500244140625,valid,True,False,,619.1500244140625,valid,True,False,,neither
290,40.62535312599842,40.05203511772502,614.683837890625,valid,True,False,,609.095947265625,valid,True,False,,neither
291,40.44715900445944,40.60571052901054,619.1500244140625,valid,True,False,,619.1500244140625,valid,True,False,,neither
292,40.26588814434975,41.15673218632065,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
293,40.08156325855301,41.70508852872559,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
294,39.894207036685685,42.25076955448307,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
295,39.70384212929231,42.79376679403261,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
296,39.51049113245673,43.33407328208632,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
297,39.31417657283573,43.87168352891327,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
298,40.85741936414967,40.82197523280503,619.1500244140625,valid,True,False,,619.1500244140625,valid,True,False,,neither
299,40.67475798937051,41.37569978034522,561.0712280273438,valid,True,False,,560.1820068359375,valid,True,False,,neither
300,40.48903002379566,41.926688929415135,535.0068359375,valid,True,False,,540.3002319335938,valid,True,False,,neither
301,40.30025874564381,42.47493299098696,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
302,40.10846738679795,43.02042385331604,425.4351501464844,valid,True,False,,426.73468017578125,valid,True,False,,neither
303,39.91367911703061,43.56315495196356,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
304,39.71591702867863,44.10312123901409,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
305,41.08267754767554,41.598605305389576,619.1500244140625,valid,True,False,,619.1500244140625,valid,True,False,,neither
306,40.89552278239917,42.15224905047704,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
307,40.70531276695041,42.70307599224188,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
308,40.51207132902601,43.2510784181305,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
309,41.30102727729793,42.38185817002582,505.7266540527344,valid,True,False,,506.8955383300781,valid,True,False,,neither
310,41.10935440482272,42.935287266968686,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
311,40.91463883219449,43.48581857106326,532.794921875,valid,True,False,,535.4801025390625,valid,True,False,,neither
