receiver_id,latitude,longitude,vs30_3arcsec,direct_cell_status_3arcsec,direct_3arcsec,fallback_3arcsec,fallback_distance_3arcsec_m,vs30_9arcsec,direct_cell_status_9arcsec,direct_9arcsec,fallback_9arcsec,fallback_distance_9arcsec_m,fallback_category
38,36.09153440869359,36.18479369961207,450.06597900390625,valid,True,False,,449.14178466796875,valid,True,False,,neither
39,38.68892326225698,27.04833743448202,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
40,38.58654862739613,27.60878134728513,274.394287109375,valid,True,False,,273.7044372558594,valid,True,False,,neither
41,38.48092332630997,28.16772469576237,299.04766845703125,valid,True,False,,297.76702880859375,valid,True,False,,neither
42,38.37206126242352,28.725131642390245,551.4521484375,valid,True,False,,553.3207397460938,valid,True,False,,neither
43,38.25997662378592,29.28096746915477,453.78265380859375,valid,True,False,,453.71917724609375,valid,True,False,,neither
44,38.14468386993303,29.83519859074117,533.5128784179688,valid,True,False,,530.4912719726562,valid,True,False,,neither
45,38.02619771865637,30.387792566174863,512.3675537109375,valid,True,False,,511.5866394042969,valid,True,False,,neither
46,37.90453313269919,30.93871810893301,600.7100219726562,valid,True,False,,600.7100219726562,valid,True,False,,neither
47,37.77970530639941,31.48794509554942,180.18142700195312,nodata,False,True,5211.464741296654,174.0323028564453,nodata,False,True,5324.282150709412,both
