full_raster_file,model_receiver_file,comparison_note,receiver_count,model_9arcsec_direct_count,model_9arcsec_nearest_valid_count,raster_3arcsec_direct_count,raster_3arcsec_nearest_valid_count,model_9arcsec_vs30_min_m_s,model_9arcsec_vs30_max_m_s,raster_3arcsec_receiver_vs30_min_m_s,raster_3arcsec_receiver_vs30_max_m_s,median_signed_difference_m_s,median_absolute_difference_m_s,mean_absolute_difference_m_s,p95_absolute_difference_m_s,maximum_absolute_difference_m_s,pearson_correlation,spearman_correlation,receivers_abs_difference_le_25_m_s,receivers_abs_difference_le_50_m_s,raster_crs,raster_width,raster_height,raster_resolution_x,raster_resolution_y,raster_nodata,raster_lonlat_left,raster_lonlat_bottom,raster_lonlat_right,raster_lonlat_top
TRVs30GeoM_3Arcsec.tif,turkey_50km_land_grid_vs30.csv,Full raster is TRVs30GeoM 3 arcsec; current 311 model receiver values were originally sampled from the 9-arcsec product.,311,304,7,304,7,174.0323028564453,619.1500244140625,152.6945343017578,619.1500244140625,0.0,0.51519775390625,5.018822280540344,20.847686767578125,139.4225311279297,0.9882541563269461,0.994557763299101,297,304,ESRI:102014,22557,13090,75.17731356563372,75.1762765775401,-3.4028234663852886e+38,24.832141674988257,32.327942392598594,46.77092299402662,45.679891583878195
